child	child_class	parent	parent_class	child_lemma	parent_lemma	child_gloss
oewn-08538999-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace	oewn-08637636-n	dul:SpaceRegion	center	point	a point equidistant from the ends of a line or the extremities of a figure
oewn-08540751-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace	oewn-08637636-n	dul:SpaceRegion	trichion	point	point where the hairline meets the midpoint of the forehead
oewn-08560197-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace	oewn-08596234-n	dul:SpaceRegion	confluence	geographic point	a place where things merge or flow together (especially rivers)
oewn-08561850-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace	oewn-08637636-n	dul:SpaceRegion	corner	point	the point where two lines meet or intersect
oewn-08565513-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace	oewn-08637636-n	dul:SpaceRegion	crossing	point	a point where two lines (paths or arcs etc.) intersect
oewn-08569203-n	dul:Place	oewn-08648560-n	dul:PhysicalPlace	field	region	a region in which active military operations are in progress
oewn-08569713-n	dul:Place	oewn-08648560-n	dul:PhysicalPlace	district	region	a region marked off for administrative or other purposes
oewn-08573923-n	dul:Place	oewn-08647614-n	dul:PhysicalPlace	distance	region	a distant region
oewn-08574028-n	dul:Place	oewn-08648560-n	dul:PhysicalPlace	domain	region	territory over which rule or control is exercised
oewn-08578767-n	dul:Relation	oewn-00027365-n	dul:SpaceRegion	northeast	location	a location in the northeastern part of a country, region, or city
oewn-08578999-n	dul:Relation	oewn-00027365-n	dul:SpaceRegion	southeast	location	a location in the southeastern part of a country, region, or city
oewn-08579251-n	dul:Relation	oewn-00027365-n	dul:SpaceRegion	southwest	location	a location in the southwestern part of a country, region, or city
oewn-08579483-n	dul:Relation	oewn-00027365-n	dul:SpaceRegion	northwest	location	a location in the northwestern part of a country, region, or city
oewn-08579604-n	dul:PhysicalBody	oewn-00027365-n	dul:SpaceRegion	earth	location	the abode of mortals (as contrasted with Heaven or Hell)
oewn-08580527-n	dul:Place	oewn-08648560-n	dul:PhysicalPlace	northland	region	any region lying in or toward the north
oewn-08580622-n	dul:Place	oewn-08648560-n	dul:PhysicalPlace	southland	region	any region lying in or toward the south
oewn-08585406-n	dul:EventType	oewn-08583557-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature	finish	end	the place designated as the end (as of a race or journey)
oewn-08586507-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature	oewn-08647614-n	dul:PhysicalPlace	extremity	region	the outermost or farthest region or point
oewn-08587306-n	dul:Place	oewn-08648560-n	dul:PhysicalPlace	field	region	somewhere (away from a studio or office or library or laboratory) where practical work is done or data is collected
oewn-08589006-n	dul:InformationRealization	oewn-08585406-n	dul:EventType	finishing line	finish	a line indicating the location of the finish of a race
oewn-08591861-n	dul:Place	oewn-08648560-n	dul:PhysicalPlace	geographical area	region	a demarcated area of the Earth
oewn-08595892-n	dul:Place	oewn-08648560-n	dul:PhysicalPlace	biogeographical region	region	an area of the Earth determined by distribution of flora and fauna
oewn-08600365-n	dul:Place	oewn-08647614-n	dul:PhysicalPlace	hell	region	any place of pain and turmoil
oewn-08605849-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace	oewn-08647614-n	dul:PhysicalPlace	inside	region	the region that is inside of something
oewn-08606472-n	dul:Substance	oewn-08647614-n	dul:PhysicalPlace	ionosphere	region	the outer region of the Earth's atmosphere; contains a high concentration of free electrons
oewn-08606696-n	dul:Place	oewn-08648560-n	dul:PhysicalPlace	irredenta	region	a region that is related ethnically or historically to one country but is controlled politically by another
oewn-08609236-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace	oewn-08647614-n	dul:PhysicalPlace	layer	region	a relatively thin sheetlike expanse or region lying over or under another
oewn-08610686-n	dul:Amount	oewn-08586507-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature	limit	extremity	as far as something can go
oewn-08631168-n	dul:Place	oewn-08647614-n	dul:PhysicalPlace	outside	region	the region that is outside of something
oewn-08635538-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature	oewn-08682181-n	dul:Place	peak	topographic point	the top or extreme point of something (usually a mountain or hill)
oewn-08638338-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace	oewn-08637636-n	dul:SpaceRegion	abutment	point	point of contact between two objects or parts
oewn-08642648-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace	oewn-08639173-n	dul:SpaceRegion	right	position	location near or direction toward the right side; i.e. the side to the south when a person or object faces east
oewn-08643037-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace	oewn-08639173-n	dul:SpaceRegion	left	position	location near or direction toward the left side; i.e. the side to the north when a person or object faces east
oewn-08643421-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature	oewn-08639173-n	dul:SpaceRegion	back	position	the part of something that is furthest from the normal viewer
oewn-08643655-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature	oewn-08639173-n	dul:SpaceRegion	front	position	the part of something that is nearest to the normal viewer
oewn-08646153-n	dul:SpaceRegion	oewn-08647614-n	dul:PhysicalPlace	radius	region	a circular region whose area is indicated by the length of its radius
oewn-08647614-n	dul:PhysicalPlace	oewn-00027365-n	dul:SpaceRegion	region	location	the extended spatial location of something
oewn-08648560-n	dul:PhysicalPlace	oewn-00027365-n	dul:SpaceRegion	region	location	a large indefinite location on the surface of the Earth
oewn-08649325-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace	oewn-08648560-n	dul:PhysicalPlace	antipodes	region	any two places or regions on diametrically opposite sides of the Earth
oewn-08649671-n	dul:Place	oewn-08648560-n	dul:PhysicalPlace	unknown	region	an unknown and unexplored region
oewn-08665032-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	oewn-08682181-n	dul:Place	scour	topographic point	a place that is scoured (especially by running water)
oewn-08666920-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature	oewn-08647614-n	dul:PhysicalPlace	side	region	a place within a region identified relative to a center or reference location
oewn-08670889-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature	oewn-08647614-n	dul:PhysicalPlace	air	region	the region above the ground
oewn-08671049-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace	oewn-08647614-n	dul:PhysicalPlace	vacuum	region	a region that is devoid of matter
oewn-08677624-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace	oewn-08637636-n	dul:SpaceRegion	corner	point	the point where three areas or surfaces meet or intersect
oewn-08681598-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature	oewn-08647614-n	dul:PhysicalPlace	top	region	the upper part of anything
oewn-08703415-n	dul:Place	oewn-08647614-n	dul:PhysicalPlace	sign of the zodiac	region	(astrology) one of 12 equal areas into which the zodiac is divided
oewn-09203864-n	dul:Personification	oewn-09203328-n	dul:Event	death instinct	urge	(psychoanalysis) an unconscious urge to die
oewn-09280855-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	oewn-00019308-n	dul:PhysicalObject	covering	natural object	a natural object that covers or envelops
oewn-09285277-n	dul:FunctionalSubstance	oewn-09408804-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	cutting	part	a piece cut off from the main part of something
oewn-09300444-n	dul:Place	oewn-13933399-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace	expanse	space	a wide and open space or area as of surface or land or sky
oewn-09324937-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	oewn-00002684-n	dul:PhysicalObject	head	object	a rounded compact mass
oewn-09330206-n	dul:FunctionalSubstance	oewn-09408804-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	hunk	part	a large piece of something without definite shape
oewn-09331304-n	dul:Substance	oewn-00002684-n	dul:PhysicalObject	ice	object	the frozen part of a body of water
oewn-09358146-n	dul:Substance	oewn-00002684-n	dul:PhysicalObject	land	object	material in the top layer of the surface of the earth in which plants can grow (especially with reference to its quality or use)
oewn-09392066-n	dul:Place	oewn-00019308-n	dul:PhysicalObject	nest	natural object	a structure in which animals lay eggs or give birth to their young
oewn-09409735-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace	oewn-00027365-n	dul:SpaceRegion	pass	location	the location in a range of mountains of a geological formation that is lower than the surrounding peaks
oewn-09455894-n	dul:FunctionalSubstance	oewn-00002684-n	dul:PhysicalObject	shiner	object	something that shines (with emitted or reflected light)
oewn-09506868-n	dul:Personification	oewn-05633248-n	dul:Quality	imaginary being	imagination	a creature of the imagination; a person that exists only in legends or myths or fiction
oewn-09513887-n	dul:Personification	oewn-10807146-n	dul:Person	giantess	woman	a female giant
oewn-09556053-n	dul:Personification	oewn-10566407-n	dul:Person	Buddha	saint	one who has achieved a state of perfect enlightenment
oewn-09562751-n	dul:Person	oewn-09562294-n	dul:Personification	Raphael	archangel	an archangel of the Hebrew tradition
oewn-10045986-n	dul:Personification	oewn-10216584-n	dul:Person	Don Quixote	idealist	any impractical idealist (after Cervantes' hero)
oewn-10428297-n	dul:Personification	oewn-09637714-n	dul:Person	patron saint	defender	a saint who is considered to be a defender of some group or nation
oewn-10734785-n	dul:Personification	oewn-10633021-n	dul:Person	Tom Thumb	small person	a very small person
oewn-11460787-n	dul:BiologicalObject	oewn-11494354-n	dul:Event	corona	light	one or more circles of light seen around a luminous object
oewn-11476112-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace	oewn-08637636-n	dul:SpaceRegion	focus	point	a point of convergence of light (or other radiation) or a point from which it diverges
oewn-11505375-n	dul:PhysicalBody	oewn-11494354-n	dul:Event	moonlight	light	the light of the Moon
oewn-11505664-n	dul:Event	oewn-11505767-n	dul:PhysicalBody	sunburst	sunlight	a sudden emergence of the sun from behind clouds
oewn-11505767-n	dul:PhysicalBody	oewn-11494354-n	dul:Event	sunlight	light	the rays of the sun
oewn-11508132-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	oewn-04689819-n	dul:DesignedArtifact	parhelion	spot	a bright spot on the parhelic circle; caused by diffraction by ice crystals
oewn-11698944-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature	oewn-08637636-n	dul:SpaceRegion	hilum	point	the scar on certain seeds marking its point of attachment to the funicle
oewn-11712734-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	oewn-13108385-n	dul:BiologicalObject	perianth	plant organ	collective term for the outer parts of a flower consisting of the calyx and corolla and enclosing the stamens and pistils
oewn-13148762-n	dul:Amount	oewn-08681598-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature	crown	top	the upper branches and leaves of a tree or other plant
oewn-13148915-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature	oewn-13148762-n	dul:Amount	capitulum	crown	an arrangement of leafy branches forming the top or head of a tree
oewn-13411037-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature	oewn-13409418-n	dul:Amount	crown	coin	an English coin worth 5 shillings
oewn-13601136-n	dul:PhysicalAttribute	oewn-00033914-n	dul:Amount	octane number	measure	a measure of the antiknock properties of gasoline
oewn-13620973-n	dul:PhysicalAttribute	oewn-13620790-n	dul:Amount	magnetic flux	magnetization	a measure of the strength of a magnetic field over a given area
oewn-13669996-n	dul:PhysicalObject	oewn-13624308-n	dul:Amount	pounder	force unit	(used only in combination) something weighing a given number of pounds
oewn-13734697-n	dul:PhysicalObject	oewn-13624548-n	dul:Amount	en	linear unit	half the width of an em
oewn-13801244-n	dul:PhysicalAttribute	oewn-00033914-n	dul:Amount	volume	measure	the amount of 3-dimensional space occupied by an object
oewn-13801456-n	dul:PhysicalAttribute	oewn-00033914-n	dul:Amount	volume	measure	a relative amount
oewn-13801782-n	dul:Task	oewn-13801586-n	dul:PhysicalAttribute	vital capacity	capacity	the maximum amount of air that can be exhaled after a maximum inhalation (usually tested with a spirometer); used to determine the condition of lung t
oewn-13832132-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	oewn-13831419-n	dul:Relation	detail	part	a small part that can be considered separately from the whole
oewn-13837554-n	dul:PhysicalAttribute	oewn-13837364-n	dul:Relation	scale	magnitude relation	relative magnitude
oewn-13853640-n	dul:SpaceRegion	oewn-13849639-n	dul:Relation	north	direction	the direction in which a compass needle points
oewn-13858914-n	dul:SpaceRegion	oewn-13858570-n	dul:Relation	depression	angular position	angular distance below the horizon (especially of a celestial object)
oewn-13866409-n	dul:EventType	oewn-00032220-n	dul:Relation	interrelation	relation	mutual or reciprocal relation or relatedness
oewn-13885247-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	oewn-00028005-n	dul:Region	flare	shape	a shape that spreads outward
oewn-13885383-n	dul:Pattern	oewn-00028005-n	dul:Region	figure	shape	a combination of points and lines and planes that form a visible palpable shape
oewn-13893053-n	dul:PhysicalPlace	oewn-13886392-n	dul:Region	geodesic	line	(mathematics) the shortest line between two points on a mathematically defined surface (as a straight line on a plane or an arc of a great circle on a
oewn-13893444-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	oewn-00028005-n	dul:Region	connection	shape	a connecting shape
oewn-13894091-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature	oewn-13886392-n	dul:Region	perimeter	line	a line enclosing a plane areas
oewn-13894606-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature	oewn-13886392-n	dul:Region	centerline	line	a line that bisects a plane figure
oewn-13894850-n	dul:SpaceRegion	oewn-05310901-n	dul:BiologicalObject	pit	cavity	a concavity in a surface (especially an anatomical depression)
oewn-13896556-n	dul:Pattern	oewn-00028005-n	dul:Region	circle	shape	something approximating the shape of a circle
oewn-13923115-n	dul:Pattern	oewn-00028005-n	dul:Region	column	shape	anything that approximates the shape of a column or tower
oewn-13925029-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature	oewn-13888104-n	dul:SpaceRegion	rim	round shape	the shape of a raised edge of a more or less circular object
oewn-13925916-n	dul:DesignedArtifact	oewn-13885789-n	dul:Pattern	figure eight	plane figure	a two-dimensional figure having the shape of the number eight
oewn-13926085-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature	oewn-13886392-n	dul:Region	boundary	line	a line determining the limits of an area
oewn-13933399-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace	oewn-13890113-n	dul:Region	space	amorphous shape	an empty area (usually bounded in some way between things)
oewn-13933399-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace	oewn-00027365-n	dul:SpaceRegion	space	location	an empty area (usually bounded in some way between things)
oewn-13962925-n	dul:Parameter	oewn-00024900-n	dul:Situation	degree	state	a specific identifiable position in a continuum or series or especially in a process
oewn-13964502-n	dul:Method	oewn-13962925-n	dul:Parameter	standard of living	degree	a level of material comfort in terms of goods and services available to someone or some group
oewn-13968971-n	rol:Status	oewn-00024900-n	dul:Situation	status	state	the relative position or standing of things or especially persons in a society
oewn-13990954-n	rol:Status	oewn-13943868-n	dul:Situation	celibacy	condition	an unmarried status
oewn-14464549-n	dul:Place	oewn-14464089-n	rol:Status	depth	abasement	(usually plural) a low moral state
oewn-81261025-n	dul:Action	oewn-00026390-n	conc:InternalRepresentation	anchorage	feeling	the provision of a sense of security or steadfastness
oewn-14604577-n	dul:Substance	oewn-00001930-n	dul:PhysicalObject	substance	physical entity	material of a particular kind or constitution
oewn-14606023-n	dul:Task	oewn-14604877-n	dul:FunctionalSubstance	recycling	material	used or abandoned materials for use in creating new products
oewn-14609572-n	dul:FunctionalSubstance	oewn-11695988-n	dul:BiologicalObject	ragweed pollen	pollen	pollen of the ragweed plant is a common allergen
oewn-14706294-n	dul:ChemicalObject	oewn-09488589-n	dul:PhysicalObject	molecule	unit	(physics and chemistry) the simplest structural unit of an element or compound
oewn-14738806-n	dul:FunctionalSubstance	oewn-02845541-n	dul:DesignedArtifact	aflatoxin	bioweapon	a potent carcinogen from the fungus Aspergillus; can be produced and stored for use as a bioweapon
oewn-14738978-n	dul:FunctionalSubstance	oewn-04529716-n	dul:PhysicalObject	nicotine	vasoconstrictor	an alkaloid poison that occurs in tobacco; used in medicine and as an insecticide
oewn-14810638-n	dul:FunctionalSubstance	oewn-00022119-n	dul:PhysicalObject	building material	artifact	material used for constructing buildings
oewn-14846022-n	dul:FunctionalSubstance	oewn-03344588-n	dul:DesignedArtifact	glass wool	filter	glass fibers spun and massed into bundles resembling wool
oewn-14847397-n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	oewn-15016279-n	dul:FunctionalSubstance	cork	plant material	outer bark of the cork oak; used for stoppers for bottles etc.
oewn-14867465-n	dul:FunctionalSubstance	oewn-03344588-n	dul:DesignedArtifact	diatomaceous earth	filter	a light soil consisting of siliceous diatom remains and often used as a filtering material
oewn-14877397-n	dul:FunctionalSubstance	oewn-04573249-n	dul:DesignedArtifact	high explosive	weapon of mass destruction	a powerful chemical explosive that produces gas at a very high rate
oewn-14915406-n	dul:FunctionalSubstance	oewn-04572661-n	dul:DesignedArtifact	Greek fire	weapon	a mixture used by Byzantine Greeks that was often shot at adversaries; catches fire when wetted
oewn-15002063-n	dul:FunctionalSubstance	oewn-00022119-n	dul:PhysicalObject	paving	artifact	material used to pave an area
oewn-15017945-n	dul:Substance	oewn-03016816-n	dul:DesignedArtifact	poison gas	chemical weapon	a gas that is poisonous to breath or contact; used in chemical warfare
oewn-15059690-n	dul:FunctionalSubstance	oewn-02845541-n	dul:DesignedArtifact	botulin	bioweapon	potent bacterial toxin produced by the bacterium Clostridium botulinum that causes botulism; can be used as a bioweapon
oewn-15075262-n	dul:FunctionalSubstance	oewn-02845541-n	dul:DesignedArtifact	staphylococcal enterotoxin B	bioweapon	a form of staphylococcal enterotoxin that has been used as an incapacitating agent in biological warfare
