oewn_id	primary_lemma	gloss	assigned_class	judgement	proposed_alternative	rationale	batch
oewn-06754423-n	extenuation	a partial excuse to mitigate censure; an attempt to represent an offense as less serious than it appears by showing mitigating circumstances	ontopic:Topic	disagree	dul:Action or dul:Plan	Extenuation is a rhetorical strategy or argument, not a topic of discourse.	08
oewn-06993745-n	Pengo	a Dravidian language spoken in south central India, particularly in Odisha	dul:InformationObject	agree		A language is an abstract information system.	08
oewn-08186969-n	Weimar Republic	the German republic founded at Weimar in 1919	dul:System	debatable	dul:Organization	Weimar Republic is a political organization; System and Organization overlap.	08
oewn-11686099-n	angiocarp	tree bearing fruit enclosed in a shell or involucre or husk	dul:Organism	agree		An angiocarp is a tree, a living organism.	08
oewn-05733214-n	twinge	a sharp stab of pain	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	disagree	dul:State or dul:CognitiveEvent	A twinge is a brief pain sensation/state, not an internal representation.	08
oewn-02019253-s	awed	inspired by a feeling of fearful wonderment or reverence	dul:Quality	agree		Awe is an emotional quality.	08
oewn-13459261-n	bed-wetting	enuresis during sleep; especially common in children (who usually outgrow it)	dul:Process	debatable	dul:State or dul:Event	Bed-wetting is an involuntary physiological event/state.	08
oewn-02477113-v	register	record in writing; enter into a book of names or events or transactions	dul:Action	agree		Registering is an intentional recording action.	08
oewn-14735358-n	acetamide	a colorless solid amide of acetic acid used as a solvent and in the synthesis of organic compounds	dul:ChemicalObject	agree		Acetamide is a chemical compound.	08
oewn-10514520-n	pursuer	a person who is pursuing and trying to overtake or capture	dul:Person	agree		"Gloss explicitly identifies as ""a person""; dul:Person is appropriate for agentive roles."	09
oewn-14942174-n	printer's ink	a semisolid quick drying ink made especially for use in printing	dul:Substance	disagree	dul:FunctionalSubstance	"Ink is made ""for use in printing"" — it is a substance with inherent functional purpose, fitting FunctionalSubstance better than generic Substance."	09
oewn-07316885-n	derailment	an accident in which a train runs off its track	dul:EventType	agree		EventType correctly abstracts a category of accidents; the gloss describes the type, not a particular instance.	09
oewn-00535174-v	laicize	reduce to lay status	dul:Action	agree		Verb denoting an intentional agentive act (reducing someone to lay status); dul:Action is appropriate.	09
oewn-01079274-n	prevention	the act of preventing	dul:Action	debatable	dul:State or dul:Process	"While gloss says ""act of preventing,"" prevention itself is more commonly a resulting state (absence of harm). Both agentive action and resulting state are defensible."	09
oewn-02618645-v	collocate	have a strong tendency to occur side by side	dul:Event	debatable	dul:State or dul:Role	Gloss describes a relational tendency or property, not an event itself. dul:State (habitual) or dul:Role might better capture the relation.	09
oewn-14072329-n	placenta previa	pregnancy in which the placenta is implanted in the lower part of the uterus (instead of the upper part); can cause bleeding late in pregnancy; delivery by cesarean section may be necessary	dul:Situation	agree		Describes a complex medical situation involving multiple entities (placenta, uterus) and conditions; dul:Situation is appropriate.	09
oewn-04405823-n	teaspoon	a small spoon used for stirring tea or coffee; holds about one fluid dram	dul:DesignedArtifact	agree		Artifact designed for a specific purpose (stirring tea/coffee); dul:DesignedArtifact is correct.	09
oewn-00484941-r	unalterably	in an unalterable and unchangeable manner	dul:Region	agree		Manner adverb appropriately mapped to dul:Region (quality space value); follows phase4 adverb default.	09
oewn-09774572-n	absconder	a fugitive who runs away and hides to avoid arrest or prosecution	dul:Person	agree		Explicitly describes a person (fugitive); dul:Person is correct.	09
oewn-00602976-v	welter	be immersed in	dul:CognitiveState	debatable	dul:State	"""Be immersed in"" suggests a physical or metaphorical state rather than a cognitive event; dul:State might be more appropriate."	09
oewn-14924493-n	blood agar	a culture medium containing whole blood as the nutrient	dul:FunctionalSubstance	agree		Substance designed with a specific function (culture medium); dul:FunctionalSubstance is correct.	09
oewn-05679520-n	personal business	matters of personal concern	dul:Situation	debatable	dul:Collection or dul:Abstract	"""Matters of personal concern"" is more a collection of abstract concerns than a complex situation; dul:Collection might fit better."	09
oewn-00989957-s	chubby	sufficiently fat so as to have a pleasing fullness of figure	dul:Quality	debatable	dul:PhysicalAttribute	Describes a measurable physical property (body shape/fatness); dul:PhysicalAttribute is more precise than generic Quality.	09
oewn-85171086-n	signalwoman	a female railroad employee in charge of signals and point in a railroad yard	dul:Person	agree		Clearly identifies a person by role (railroad employee); dul:Person is correct.	09
oewn-03031188-n	chuck wagon	a wagon equipped with a cookstove and provisions (for cowboys)	dul:DesignedArtifact	agree		Designed artifact (wagon) made for a specific purpose (cooking); dul:DesignedArtifact is correct.	09
oewn-14555744-n	food allergy	allergic reaction to a substance ingested in food	dul:Situation	debatable	dul:State or dul:Process	Describes a physiological state/reaction; could fit dul:State (static allergic condition) or dul:Process (allergic reaction over time).	09
oewn-01948326-n	slug	any of various terrestrial gastropods having an elongated slimy body and no external shell	dul:Organism	agree		Biological organism (gastropod); dul:Organism is correct.	09
oewn-01354915-a	intrusive	tending to intrude (especially upon privacy)	dul:Quality	agree		Describes a property/tendency of behavior; dul:Quality is appropriate.	09
oewn-01727840-v	parody	make a spoof of or make fun of	dul:Action	agree		Intentional agentive action (creating a parody); dul:Action is correct.	09
oewn-04196859-n	Sheetrock	a kind of plasterboard	dul:DesignedArtifact	agree		Manufactured artifact (branded plasterboard); dul:DesignedArtifact is correct.	09
oewn-07225461-n	grievance	a complaint about a (real or imaginary) wrong that causes resentment and is grounds for action	dul:Action	disagree	dul:Situation or dul:InformationObject	A grievance is a formal complaint (document/statement), not an action itself; should be Situation or InformationObject.	09
oewn-02965850-n	car carrier	a trailer that can be loaded with new cars for delivery to sales agencies	dul:DesignedArtifact	agree		Vehicle designed for transport; dul:DesignedArtifact is correct.	09
oewn-00269243-r	andante	at a moderately slow tempo	dul:Region	agree		Musical tempo marking; appropriately maps to dul:Region as a position in a tempo quality space.	09
oewn-03052845-a	anemic	relating to anemia or suffering from anemia	dul:Quality	agree		Pertainym correctly stays as dul:Quality; relational meaning is captured by dct:relation annotation.	09
oewn-00409329-r	nattily	in a natty manner; with smartness	dul:Region	agree		Manner adverb appropriately mapped to dul:Region; describes a position in a style/manner quality space.	09
oewn-01494998-n	smooth dogfish	small bottom-dwelling shark found along both Atlantic coasts	dul:Organism	agree		Biological species; dul:Organism is correct.	09
oewn-04300588-n	squib	firework consisting of a tube filled with powder (as a broken firecracker) that burns with a fizzing noise	dul:FunctionalSubstance	debatable	dul:DesignedArtifact	While primarily a substance (powder in tube), its design and manufacture suggest dul:DesignedArtifact; both are defensible.	09
oewn-03144115-n	crown jewels	regalia (jewelry and other paraphernalia) worn by a sovereign on state occasions	dul:DesignedArtifact	debatable	dul:Collection	Plural form describing multiple items (jewelry, paraphernalia); dul:Collection might be more accurate than singular DesignedArtifact.	09
oewn-13142108-n	mesophyte	land plant growing in surroundings having an average supply of water; compare xerophyte and hydrophyte	dul:Organism	agree		Biological organism (plant); dul:Organism is correct.	09
oewn-02476741-n	Homo soloensis	extinct primitive hominid of late Pleistocene; Java; formerly Javanthropus	dul:Organism	agree		Biological species classification; dul:Organism is appropriate even for extinct hominids.	09
oewn-02764357-v	sluice	pour as if from a sluice	dul:Action	agree		Verb describing an agentive action (pouring); dul:Action is correct.	09
oewn-10545453-n	returning officer	the official in each electorate who holds the election and returns the results	dul:Person	agree		Denotes a person in an official role; dul:Person is correct.	09
oewn-10585500-n	sculptor	an artist who creates sculptures	dul:Person	agree		Person identified by profession; dul:Person is correct.	09
oewn-00501228-s	nonverbal	lacking verbal skill	dul:Quality	agree		Describes a communicative property; dul:Quality is appropriate.	09
oewn-04582147-n	wheat future	wheat bought or sold at an agreed price for delivery at a specified future date	dul:DesignedArtifact	disagree	dul:InformationObject or dul:Abstract	A futures contract is an abstract financial instrument, not a tangible designed artifact; should be InformationObject or Abstract.	09
oewn-92423554-n	casualness	The state of coming without regularity; of being occasional or incidental.	dul:State	agree		"Gloss explicitly states ""the state of""; dul:State is correct."	09
oewn-14909114-n	glyceric acid	a syrupy acid obtained by oxidation of glycerol or glyceraldehyde	dul:ChemicalObject	agree		Chemical compound; dul:ChemicalObject is correct.	09
oewn-11646083-n	white spruce	medium-sized spruce of northeastern North America having short blue-green leaves and slender cones	dul:Organism	agree		Biological organism (plant species); dul:Organism is correct.	09
oewn-01517273-s	shitless	(used as complement) to the utmost degree	dul:Quality	agree		Degree-intensity quality; dul:Quality is appropriate.	09
oewn-01457247-v	tug	tow (a vessel) with a tug	dul:Action	agree		Verb describing an agentive action (towing); dul:Action is correct.	09
oewn-00262990-a	brachycephalic	having a short broad head with a cephalic index of over 80	dul:Quality	debatable	dul:PhysicalAttribute	Describes measurable physical feature (head shape/index); dul:PhysicalAttribute is more precise than generic Quality.	09
oewn-04169660-n	seat	a part of a machine that supports or guides another part	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	agree		"Gloss explicitly ""a part of a machine""; DependentPart is appropriate for machine components."	09
oewn-01584261-s	immediate	immediately before or after as in a chain of cause and effect	dul:Quality	agree		Describes a relational property in sequences; dul:Quality is appropriate.	09
oewn-02720416-v	protuberate	form a rounded prominence	dul:Action	debatable	dul:Event or dul:Achievement	"""Form a prominence"" is telic (reaching a goal state); dul:Achievement might be more appropriate than generic Action."	09
oewn-13690013-n	real	the basic unit of money in Brazil; equal to 100 centavos	dul:Amount	agree		Currency unit as a quantifiable abstract entity; dul:Amount is appropriate.	09
oewn-02062786-n	fulmar	heavy short-tailed oceanic bird of polar regions	dul:Organism	agree		Biological organism (bird species); dul:Organism is correct.	09
oewn-13033733-n	Chlorophyllum molybdites	a poisonous agaric with a fibrillose cap and brown scales on a white ground color; cap can reach a diameter of 30 cm; often forms ‘fairy rings’	dul:Organism	agree		Biological organism (fungal species); dul:Organism is correct.	09
oewn-10695315-n	superior	the head of a religious community	dul:Person	agree		Person identified by role (religious leader); dul:Person is correct.	09
oewn-05803342-n	prearrangement	something arranged in advance	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	debatable	dul:Plan or dul:Description	"""Something arranged in advance"" is better captured by dul:Plan than InternalRepresentation."	09
oewn-07820633-n	white rice	having husk or outer brown layers removed	dul:FunctionalSubstance	agree		White rice is a substance prepared for consumption; FunctionalSubstance correctly emphasizes its function as food.	10
oewn-00364395-v	bog down	get stuck while doing something	dul:Action	debatable	dul:Event	The gloss describes becoming stuck, which may be more of a non-agentive Event than an intentional Action.	10
oewn-07513694-n	acquired taste	a preference that is only acquired after considerable experience	InternalRepresentation	disagree	dul:CognitiveState	A preference is a cognitive state (believing/liking something), not an information representation. Should use dul:CognitiveState.	10
oewn-02033222-n	Polynesian tattler	tattler of Pacific coastal regions	dul:Organism	agree		A bird species is a living organism; the assignment is correct.	10
oewn-02694245-v	sweep	cover the entire range of	dul:State	agree		The gloss describes a homogeneous stative condition (covering/extending across a range).	10
oewn-02685792-a	calico	made of calico or resembling calico in being patterned	dul:Quality	agree		The adjective describes a visual/textural quality (patterned like calico). dul:Quality is appropriate.	10
oewn-05932615-n	value	an ideal accepted by some individual or group	coll:InformationCollection	disagree	dul:Concept	An ideal or principle is a Concept accepted by a group, not a collection of information items.	10
oewn-02131037-n	leopard	large feline of African and Asian forests usually having a tawny coat with black spots	dul:Organism	agree		A leopard is a wild animal and a living organism; the assignment is correct.	10
oewn-04546173-n	visor	a piece of armor plate (with eye slits) fixed or hinged to a medieval helmet to protect the face	dul:PhysicalObject	disagree	dul:DesignedArtifact	A visor is a designed piece of armor made with a specific protective purpose, not just any physical object.	10
oewn-14608838-n	pyrogen	any substance characterized by its great flammability	dul:Substance	agree		Pyrogen is defined as a type of substance with a characteristic property; dul:Substance is appropriate.	10
oewn-00117555-s	acrimonious	marked by strong resentment or cynicism	dul:Quality	agree		Acrimony is a quality/attribute expressing emotional state (resentment, cynicism).	10
oewn-02390635-n	pacer	a horse trained to a special gait in which both feet on one side leave the ground together	dul:Organism	agree		A pacer is a trained horse, which is a living organism.	10
oewn-05305022-n	organ	a fully differentiated structural and functional unit in an animal that is specialized for some particular function	dul:BiologicalObject	agree		An organ is a biological part/unit within an organism, not the organism itself.	10
oewn-01797944-v	fuss	worry unnecessarily or excessively	dul:CognitiveState	disagree	dul:Action	Worrying excessively is an active behavior/event, not a static cognitive state like believing something.	10
oewn-00088030-r	everlastingly	for a limitless time	dul:Region	debatable	dul:TimeInterval	The gloss describes temporal extent; dul:TimeInterval is more specific than generic dul:Region.	10
oewn-12769008-n	bittersweet	twining shrub of North America having yellow capsules enclosing scarlet seeds	dul:Organism	agree		A shrub is a living plant organism; the assignment is correct.	10
oewn-09920596-n	catcher	(baseball) the person who plays the position of catcher	dul:Person	agree		The gloss explicitly identifies a catcher as a person. dul:Person is correct.	10
oewn-00298907-a	socialistic	advocating or following the socialist principles	dul:Quality	agree		Socialistic is a quality describing a viewpoint or characteristic; dul:Quality is appropriate.	10
oewn-01249745-v	hone	sharpen with a hone	dul:Action	agree		Sharpening is an intentional action performed with a tool (hone).	10
oewn-09203513-n	abience	(psychology) an urge to withdraw or avoid a situation or an object	dul:Event	debatable	dul:CognitiveEvent	Abience is explicitly a psychological phenomenon; dul:CognitiveEvent may be more specific than generic dul:Event.	10
oewn-00322668-s	spiny-stemmed	having a spiny stem	dul:Quality	agree		Spiny-stemmed describes a physical characteristic; dul:Quality is correct.	10
oewn-04325522-n	stick figure	drawing of a human or animal that represents the head by a circle and the rest of the body by straight lines	dul:InformationRealization	agree		A stick figure is a physical drawing that realizes/expresses a representation of a person.	10
oewn-00611928-v	recognize	perceive to be the same	dul:CognitiveEvent	agree		Recognition is a cognitive event involving perception and identification.	10
oewn-08510835-n	wing	(in flight formation) a position to the side and just to the rear of another aircraft	dul:SpaceRegion	agree		A wing position is a spatial region/location in a flight formation.	10
oewn-02888100-n	box beam	a beam built up from boards; has a hollow rectangular cross section	dul:DesignedArtifact	agree		A box beam is a manufactured structural component designed for specific purposes.	10
oewn-00637185-v	answer	understand the meaning of	dul:CognitiveState	disagree	dul:CognitiveEvent	Understanding/comprehension is an event of grasping meaning, not a stable state like knowing.	10
oewn-03723997-n	manor	the mansion of a lord or wealthy person	dul:DesignedArtifact	agree		A manor is a building designed and constructed for residence by nobility.	10
oewn-04690957-n	hirsuteness	excessive hairiness	dul:Quality	agree		Hirsuteness is a quality/property describing excessive hair.	10
oewn-00212962-s	depilous	completely hairless	dul:Quality	agree		Depilous describes a quality/characteristic (being hairless).	10
oewn-07889783-n	pizza	Italian open pie made of thin bread dough spread with a spiced mixture of e.g. tomato sauce and cheese	dul:FunctionalSubstance	agree		Pizza is a food substance with a functional purpose (consumable).	10
oewn-01140255-v	fuse	equip with a fuse; provide with a fuse	dul:Action	agree		Equipping something with a fuse is an intentional action performed by an agent.	10
oewn-00411507-r	nevermore	at no time hereafter	dul:Region	debatable	dul:TimeInterval	The gloss describes a temporal extent; dul:TimeInterval would be more specific than generic dul:Region.	10
oewn-08439204-n	hawala	an underground banking system based on trust whereby money can be made available internationally without actually moving it or leaving a record of the transaction	dul:Organization	disagree	dul:Plan	Hawala is a system/protocol for transferring value, not a structured group of agents. dul:Plan or dul:Method better captures a procedure.	10
oewn-07634910-n	creme anglais	custard sauce flavored with vanilla or a liqueur	dul:FunctionalSubstance	agree		Creme anglais is a culinary substance (sauce) with a functional purpose.	10
oewn-09861084-n	base runner	a baseball player on the team at bat who is on base (or attempting to reach a base)	dul:Person	agree		A base runner is explicitly a person (baseball player) in a specific role.	10
oewn-00639231-s	traveled	familiar with many parts of the world	dul:Quality	agree		Traveled describes a quality characteristic (having traveled/experienced).	10
oewn-01004206-v	trademark	register the trademark of	dul:Action	agree		Registering a trademark is an intentional action performed by an agent.	10
oewn-00130539-a	postnatal	occurring immediately after birth	dul:Quality	agree		Postnatal describes a temporal quality (occurring after birth).	10
oewn-14661166-n	erbium	a trivalent metallic element of the rare earth group; occurs with yttrium	dul:ChemicalObject	agree		Erbium is a chemical element and compound; dul:ChemicalObject is appropriate.	10
oewn-00180425-n	tooth	a means of enforcement	dul:Action	disagree	dul:Method	A means of enforcement is a method/mechanism, not an action itself.	10
oewn-02023879-v	foray into	enter or take spoils from someone else territory	dul:Action	agree		A foray is an intentional action involving entering and taking.	10
oewn-04409477-n	telephone plug	a plug for connecting a telephone	dul:DesignedArtifact	agree		A telephone plug is a manufactured connector designed for a specific purpose.	10
oewn-13790888-n	pitcher	the quantity contained in a pitcher	dul:Amount	agree		This sense refers to a quantity/measure, not the object; dul:Amount is correct.	10
oewn-00105032-r	at least	not less than	dul:Region	agree		At least marks a region in a quantity/value space (boundary of quantification).	10
oewn-14108362-n	nervous disorder	a disorder of the nervous system	dul:Situation	agree		A nervous disorder is a complex state of affairs involving the nervous system.	10
oewn-07922812-n	blended whiskey	mixture of two or more whiskeys or of a whiskey and neutral spirits	dul:FunctionalSubstance	agree		Blended whiskey is a beverage substance with a functional purpose.	10
oewn-00488892-r	under	through a range downward	dul:SpaceRegion	agree		Under marks a spatial region/direction (downward/below).	10
oewn-04800786-n	inadequacy	unsatisfactoriness by virtue of being inadequate	dul:Quality	agree		Inadequacy is a quality/property describing insufficiency.	10
oewn-00094766-v	regrow	grow anew or continue growth after an injury or interruption	dul:State	disagree	dul:Process	Regrowth involves gradual change over time; dul:Process better captures this than the homogeneous dul:State.	10
oewn-09301201-n	fallow	cultivated land that is not seeded for one or more growing seasons	dul:Substance	disagree	dul:Place	Fallow describes land in a particular condition, not a substance; dul:Place captures the location/land better.	10
