child	child_class	parent	parent_class	child_lemma	parent_lemma	child_gloss
oewn-07983996-n	dul:Collective	oewn-00031563-n	dul:Collection	ethnic group	group	people of the same race or nationality who share a distinctive culture
oewn-07985266-n	dul:Organization	oewn-07984994-n	dul:Collective	special interest	interest	an interest group that tries to influence legislators or bureaucrats to act in their favor, typically through lobbying
oewn-07986142-n	coll:GeneticCollection	oewn-07967506-n	dul:Collective	kin	social group	group of people related by blood or marriage
oewn-07991473-n	coll:AgentCollection	oewn-07967506-n	dul:Collective	gathering	social group	a group of persons together in one place
oewn-07992356-n	coll:AgentCollection	oewn-07461861-n	dul:Event	bee	affair	a social gathering to carry out some communal task or to hold competitions
oewn-07992628-n	dul:Collective	oewn-07968050-n	dul:Collection	congregation	collection	an assemblage of people or animals or things collected together
oewn-07993172-n	coll:AgentCollection	oewn-07461861-n	dul:Event	love feast	affair	a social gathering intended to create goodwill among the participants
oewn-08012452-n	dul:Place	oewn-08010371-n	coll:AgentCollection	colony	animal group	(microbiology) a group of organisms grown from a single parent cell
oewn-08015154-n	dul:Organization	oewn-08013131-n	dul:Collection	union	set	a set containing all and only the members of two or more given sets
oewn-08015346-n	dul:Collection	oewn-08015154-n	dul:Organization	direct sum	union	a union of two disjoint sets in which every element is the sum of an element from each of the disjoint sets
oewn-08016141-n	dul:Set	oewn-00002137-n	dul:Description	set	abstraction	(mathematics) an abstract collection of numbers or symbols
oewn-08017525-n	dul:Collective	oewn-00031563-n	dul:Collection	subgroup	group	a distinct and often subordinate group within a group
oewn-08024893-n	dul:Organization	oewn-07967506-n	dul:Collective	organization	social group	a group of people who work together
oewn-08081578-n	dul:Collective	oewn-07968050-n	dul:Collection	prosecution	collection	the lawyers acting for the state to put the case against the defendant
oewn-08093291-n	dul:Person	oewn-08092911-n	dul:Organization	sleeping beauty	target company	a potential takeover target that has not yet been put in play
oewn-08102450-n	dul:Place	oewn-08398167-n	dul:Collective	Rome	leadership	the leadership of the Roman Catholic Church
oewn-08120601-n	coll:InformationCollection	oewn-07967506-n	dul:Collective	phylum	social group	(linguistics) a large group of languages that are historically related
oewn-08123900-n	dul:Organization	oewn-08008892-n	coll:Taxon	order	taxonomic group	(biology) taxonomic group containing one or more families
oewn-08125750-n	dul:Collective	oewn-08008892-n	coll:Taxon	tribe	taxonomic group	(biology) a taxonomic category between a genus and a subfamily
oewn-08158951-n	dul:System	oewn-08365742-n	dul:Organization	Federal Judiciary	law enforcement agency	the judiciary of the United States which is responsible for interpreting and enforcing federal laws
oewn-08170001-n	coll:AgentCollection	oewn-08197108-n	dul:Substance	laity	multitude	in Christianity, members of a religious community that do not have the priestly responsibilities of ordained clergy
oewn-08170911-n	dul:Person	oewn-07988029-n	coll:GeneticCollection	Bourbon	dynasty	a European royal line that ruled in France (from 1589-1793) and Spain and Naples and Sicily
oewn-08172664-n	dul:Place	oewn-07988029-n	coll:GeneticCollection	Lancaster	dynasty	the English royal house that reigned from 1399 to 1461; its emblem was a red rose
oewn-08172664-n	dul:Place	oewn-08170336-n	coll:GeneticCollection	Lancaster	royalty	the English royal house that reigned from 1399 to 1461; its emblem was a red rose
oewn-08173847-n	dul:Person	oewn-07988029-n	coll:GeneticCollection	Ptolemy	dynasty	an ancient dynasty of Macedonian kings who ruled Egypt from 323 BC to 30 BC; founded by Ptolemy I and ended with Cleopatra
oewn-08175359-n	dul:Person	oewn-07988029-n	coll:GeneticCollection	Stuart	dynasty	the royal family that ruled Scotland from 1371-1714 and ruled England from 1603 to 1649 and again from 1660 to 1714
oewn-08175359-n	dul:Person	oewn-08170336-n	coll:GeneticCollection	Stuart	royalty	the royal family that ruled Scotland from 1371-1714 and ruled England from 1603 to 1649 and again from 1660 to 1714
oewn-08176639-n	dul:Place	oewn-07988029-n	coll:GeneticCollection	Windsor	dynasty	the British royal family since 1917
oewn-08177175-n	dul:Collective	oewn-00031563-n	dul:Collection	citizenry	group	the body of citizens of a state or country
oewn-08189776-n	dul:PhysicalPlace	oewn-07968050-n	dul:Collection	Asia	collection	the nations of the Asian continent collectively
oewn-08189929-n	dul:PhysicalPlace	oewn-07968050-n	dul:Collection	North America	collection	the nations of the North American continent collectively
oewn-08190064-n	dul:PhysicalPlace	oewn-07968050-n	dul:Collection	Central America	collection	the nations of Central America collectively
oewn-08190188-n	dul:PhysicalPlace	oewn-07968050-n	dul:Collection	South America	collection	the nations of the South American continent collectively
oewn-08197108-n	dul:Substance	oewn-00031563-n	dul:Collection	multitude	group	the common people generally
oewn-08224016-n	dul:DesignedArtifact	oewn-08473738-n	dul:Collective	Pentagon	bureaucracy	the United States military establishment
oewn-08231965-n	dul:Collection	oewn-07967506-n	dul:Collective	platoon	social group	a group of persons who are engaged in a common activity
oewn-08239214-n	coll:AgentCollection	oewn-08197108-n	dul:Substance	audience	multitude	the part of the general public interested in a source of information, entertainment, or a product/service
oewn-08240184-n	coll:AgentCollection	oewn-08197108-n	dul:Substance	following	multitude	a group of followers or enthusiasts
oewn-08241195-n	dul:Method	oewn-08311617-n	dul:Organization	community	world organization	a group of nations having common interests
oewn-08262093-n	dul:Organization	oewn-07967506-n	dul:Collective	organized crime	social group	underworld organizations
oewn-08269388-n	coll:AgentCollection	oewn-07461861-n	dul:Event	function	affair	a formal or official social gathering or ceremony
oewn-08269523-n	coll:AgentCollection	oewn-07461861-n	dul:Event	party	affair	a gathering of people for pleasure
oewn-08269966-n	coll:AgentCollection	oewn-07462241-n	dul:Event	shindig	party	a large and noisy party of people
oewn-08270371-n	coll:AgentCollection	oewn-07462241-n	dul:Event	masquerade	party	a party of guests wearing costumes and masks
oewn-08271252-n	coll:AgentCollection	oewn-07462241-n	dul:Event	reception	party	a formal party of people; as after a wedding
oewn-08273150-n	coll:AgentCollection	oewn-07462241-n	dul:Event	slumber party	party	an overnight party of girls who dress in nightclothes and pass the night talking
oewn-08273290-n	coll:AgentCollection	oewn-07462241-n	dul:Event	sociable	party	a party of people assembled to promote sociability and communal activity
oewn-08273488-n	coll:AgentCollection	oewn-07461861-n	dul:Event	supper	affair	a social gathering where a light evening meal is served
oewn-08306010-n	dul:Collective	oewn-08386333-n	coll:AgentCollection	youth culture	coevals	young adults (a generational unit) considered as a cultural class or subculture
oewn-08309339-n	dul:Organization	oewn-08306370-n	dul:Collective	Rastafari	youth subculture	(Jamaica) a Black youth subculture and religious movement that arose in the ghettos of Kingston, Jamaica, in the 1950s; males grow hair in long dreadl
oewn-08324519-n	coll:AgentCollection	oewn-01232427-n	dul:Action	meeting	assembly	a formally arranged gathering
oewn-08327319-n	coll:AgentCollection	oewn-07461861-n	dul:Event	meeting	affair	a small informal social gathering
oewn-08330913-n	dul:Place	oewn-08329918-n	coll:AgentCollection	Ephesus	ecumenical council	the third ecumenical council in 431 which declared Mary as mother of God and condemned Pelagius
oewn-08331083-n	dul:Place	oewn-08329918-n	coll:AgentCollection	Chalcedon	ecumenical council	the fourth ecumenical council in 451 which defined the two natures (human and divine) of Christ
oewn-08331645-n	dul:Place	oewn-08329918-n	coll:AgentCollection	Nicaea	ecumenical council	the seventh ecumenical council in 787 which refuted iconoclasm and regulated the veneration of holy images
oewn-08333678-n	dul:Place	oewn-08329489-n	coll:AgentCollection	Vienne	council	the council in 1311-1313 that dealt with alleged crimes of the Knights Templar, planned a new crusade, and took on the reformation of the clergy
oewn-08333895-n	dul:PhysicalPlace	oewn-08329489-n	coll:AgentCollection	Constance	council	the council in 1414-1418 that succeeded in ending the Great Schism in the Roman Catholic Church
oewn-08345627-n	dul:DesignedArtifact	oewn-08180691-n	coll:AgentCollection	bench	assembly	the magistrate or judge or judges sitting in court in judicial capacity to compose the court collectively
oewn-08374375-n	dul:PhysicalPlace	oewn-08374185-n	dul:Collective	Whitehall	civil service	the British civil service
oewn-08375259-n	coll:AgentCollection	oewn-01232427-n	dul:Action	rally	assembly	a large gathering of people intended to arouse enthusiasm
oewn-08384807-n	dul:System	oewn-07967506-n	dul:Collective	political system	social group	the members of a social organization who are in power
oewn-08402720-n	dul:FunctionalSubstance	oewn-08327319-n	coll:AgentCollection	power breakfast	meeting	a meeting of influential people to conduct business while eating breakfast
oewn-08425514-n	coll:AgentCollection	oewn-01232427-n	dul:Action	fair	assembly	gathering of producers to promote business
oewn-08444976-n	dul:Situation	oewn-00297411-n	dul:Collective	march	procession	a procession of people walking together
oewn-08445209-n	dul:Collective	oewn-08444976-n	dul:Situation	hunger march	march	a march of protest or demonstration by the unemployed
oewn-08452398-n	dul:System	oewn-00031563-n	dul:Collection	system	group	a group of independent but interrelated elements comprising a unified whole
oewn-08490184-n	dul:Organization	oewn-08489901-n	dul:Collective	Industrial Workers of the World	labor movement	a former international labor union and radical labor movement in the United States; founded in Chicago in 1905 and dedicated to the overthrow of capit
oewn-08492343-n	dul:Place	oewn-08490798-n	dul:Collective	Lubavitch	religious movement	a large missionary Hasidic movement known for their hospitality, technological expertise, optimism and emphasis on religious study
oewn-08500946-n	dul:Collective	oewn-08500147-n	coll:AgentCollection	Hebrews	chosen people	the ethnic group claiming descent from Abraham and Isaac (especially from Isaac's son Jacob); the nation whom God chose to receive his revelation and 
oewn-08501397-n	dul:InformationObject	oewn-07984350-n	dul:Collective	Maya	ethnic minority	an ethnic minority speaking Mayan languages and living in Yucatan and adjacent areas
oewn-08503199-n	coll:AgentCollection	oewn-01232427-n	dul:Action	wine tasting	assembly	a gathering of people to taste and compare different wines
oewn-08506507-n	dul:Place	oewn-00027365-n	dul:SpaceRegion	here	location	the present location; this place; location, proximal pronoun; demonstrative pronoun, location; quantifier: demonstrative determiner, singular, proxima
oewn-08506637-n	dul:Place	oewn-00027365-n	dul:SpaceRegion	there	location	a location other than here; that place; location, medial pronoun; demonstrative pronoun, location; quantifier: demonstrative determiner, distal; demon
oewn-08507209-n	dul:Place	oewn-00027365-n	dul:SpaceRegion	home	location	the country or state or city where you live
oewn-08507412-n	dul:Place	oewn-00027365-n	dul:SpaceRegion	base	location	the place where you are stationed and from which missions start and end
oewn-08508037-n	dul:Place	oewn-08596234-n	dul:SpaceRegion	address	geographic point	the place where a person or organization can be found or communicated with
oewn-08524579-n	dul:Place	oewn-08637636-n	dul:SpaceRegion	beginning	point	the place where something begins, where it springs into being
oewn-08533915-n	dul:Situation	oewn-08588287-n	dul:Place	pitch	playing field	a sports field with predetermined dimensions for playing soccer
oewn-08595522-n	dul:Place	oewn-08596234-n	dul:SpaceRegion	epicenter	geographic point	the point on the Earth's surface directly above the focus of an earthquake
oewn-08597854-n	dul:Place	oewn-08637636-n	dul:SpaceRegion	ground zero	point	the point of detonation (or above or below) of a nuclear weapon
