oewn_id	pos	dulplus_class	method	primary_lemma	provenance	gloss
oewn-10514520-n	n	dul:Person	phase1_propagated	pursuer	synset-pursuer-noun-1	a person who is pursuing and trying to overtake or capture
oewn-14942174-n	n	dul:Substance	phase5alt_propagated_from_hypernym	printer's ink	from oewn-14941786-n	a semisolid quick drying ink made especially for use in printing
oewn-07316885-n	n	dul:EventType	phase1_propagated	derailment	synset-derailment-noun-1	an accident in which a train runs off its track
oewn-00535174-v	v	dul:Action	phase3_propagated_from_hypernym	laicize	from oewn-00126072-v[tier1_derivation]	reduce to lay status
oewn-01079274-n	n	dul:Action	phase8_systematic_review_from_phase1_propagated	prevention	decision D-001997: gloss opens 'the act of' — Silva perdurant marker	the act of preventing
oewn-02618645-v	v	dul:Event	phase8_systematic_review_from_phase3_propagated_from_hypernym	collocate	decision D-000653: Phase 3.5 rules support dul:Event; Phase 3.5 rules R2: R2=dul:Event_signals:1	have a strong tendency to occur side by side
oewn-14072329-n	n	dul:Situation	phase1_propagated	placenta previa	synset-placenta_previa-noun-1	pregnancy in which the placenta is implanted in the lower part of the uterus (instead of the upper part); can cause bleeding late in pregnancy; delivery by cesarean section may be necessary
oewn-04405823-n	n	dul:DesignedArtifact	phase1_propagated	teaspoon	synset-teaspoon-noun-2	a small spoon used for stirring tea or coffee; holds about one fluid dram
oewn-00484941-r	r	dul:Region	phase4_R7_adv_default	unalterably	adverb default (quality region)	in an unalterable and unchangeable manner
oewn-09774572-n	n	dul:Person	phase1_propagated	absconder	synset-absconder-noun-1	a fugitive who runs away and hides to avoid arrest or prosecution
oewn-00602976-v	v	dul:CognitiveState	phase9c_cognitive_reseed	welter	verb.cognition.yaml + stative gloss pattern	be immersed in
oewn-14924493-n	n	dul:FunctionalSubstance	phase1_propagated	blood agar	synset-blood_agar-noun-1	a culture medium containing whole blood as the nutrient
oewn-05679520-n	n	dul:Situation	phase1_propagated	personal business	synset-personal_business-noun-1	matters of personal concern
oewn-00989957-s	s	dul:Quality	phase4_A1_satellite_inherits_head	chubby	inherited from head oewn-00989218-a	sufficiently fat so as to have a pleasing fullness of figure
oewn-85171086-n	n	dul:Person	phase5alt_propagated_transitively	signalwoman	from oewn-10616499-n (which was propagated)	a female railroad employee in charge of signals and point in a railroad yard
oewn-03031188-n	n	dul:DesignedArtifact	phase1_propagated	chuck wagon	synset-chuck_wagon-noun-1	a wagon equipped with a cookstove and provisions (for cowboys)
oewn-14555744-n	n	dul:Situation	phase1_propagated	food allergy	synset-food_allergy-noun-1	allergic reaction to a substance ingested in food
oewn-01948326-n	n	dul:Organism	phase1_propagated	slug	synset-slug-noun-7	any of various terrestrial gastropods having an elongated slimy body and no external shell
oewn-01354915-a	a	dul:Quality	phase4_A5_adj_head_default	intrusive	adj.all head default	tending to intrude (especially upon privacy)
oewn-01727840-v	v	dul:Action	phase3_propagated_from_hypernym	parody	from oewn-01723161-v[propagated_from_hypernym]	make a spoof of or make fun of
oewn-04196859-n	n	dul:DesignedArtifact	phase1_propagated	Sheetrock	synset-Sheetrock-noun-1	a kind of plasterboard
oewn-07225461-n	n	dul:Action	phase1_propagated	grievance	synset-grievance-noun-3	a complaint about a (real or imaginary) wrong that causes resentment and is grounds for action
oewn-02965850-n	n	dul:DesignedArtifact	phase1_propagated	car carrier	synset-car_carrier-noun-1	a trailer that can be loaded with new cars for delivery to sales agencies
oewn-00269243-r	r	dul:Region	phase4_R5_adv_degree	andante	degree/intensity marker in gloss	at a moderately slow tempo
oewn-03052845-a	a	dul:Quality	phase4_A2_pertainym_default	anemic	adj.pert head — relational adjective	relating to anemia or suffering from anemia
oewn-00409329-r	r	dul:Region	phase4_R1_adv_manner	nattily	manner adverb	in a natty manner; with smartness
oewn-01494998-n	n	dul:Organism	phase1_propagated	smooth dogfish	synset-smooth_dogfish-noun-1	small bottom-dwelling shark found along both Atlantic coasts
oewn-04300588-n	n	dul:FunctionalSubstance	phase1_propagated	squib	synset-squib-noun-1	firework consisting of a tube filled with powder (as a broken firecracker) that burns with a fizzing noise
oewn-03144115-n	n	dul:DesignedArtifact	phase1_propagated	crown jewels	synset-crown_jewels-noun-1	regalia (jewelry and other paraphernalia) worn by a sovereign on state occasions
oewn-13142108-n	n	dul:Organism	phase1_propagated	mesophyte	synset-mesophyte-noun-1	land plant growing in surroundings having an average supply of water; compare xerophyte and hydrophyte
oewn-02476741-n	n	dul:Organism	phase1_propagated	Homo soloensis	synset-Homo_soloensis-noun-1	extinct primitive hominid of late Pleistocene; Java; formerly Javanthropus
oewn-02764357-v	v	dul:Action	phase3_propagated_from_hypernym	sluice	from oewn-02763991-v[propagated_from_hypernym]	pour as if from a sluice
oewn-10545453-n	n	dul:Person	phase1_propagated	returning officer	synset-returning_officer-noun-1	the official in each electorate who holds the election and returns the results
oewn-10585500-n	n	dul:Person	phase1_propagated	sculptor	synset-sculptor-noun-1	an artist who creates sculptures
oewn-00501228-s	s	dul:Quality	phase4_A1_satellite_inherits_head	nonverbal	inherited from head oewn-00496952-a	lacking verbal skill
oewn-04582147-n	n	dul:DesignedArtifact	phase1_propagated	wheat future	synset-wheat_future-noun-1	wheat bought or sold at an agreed price for delivery at a specified future date
oewn-92423554-n	n	dul:State	phase8_systematic_review_from_phase5alt_propagated_from_hypernym	casualness	decision D-010561: gloss opens 'the state of' — Silva perdurant marker	The state of coming without regularity; of being occasional or incidental.
oewn-14909114-n	n	dul:ChemicalObject	phase1_propagated	glyceric acid	synset-glyceric_acid-noun-1	a syrupy acid obtained by oxidation of glycerol or glyceraldehyde
oewn-11646083-n	n	dul:Organism	phase1_propagated	white spruce	synset-white_spruce-noun-1	medium-sized spruce of northeastern North America having short blue-green leaves and slender cones
oewn-01517273-s	s	dul:Quality	phase4_A1_satellite_inherits_head	shitless	inherited from head oewn-01513206-a	(used as complement) to the utmost degree
oewn-01457247-v	v	dul:Action	phase3_propagated_from_hypernym	tug	from oewn-01457042-v[tier1_derivation]	tow (a vessel) with a tug
oewn-00262990-a	a	dul:Quality	phase4_A5_adj_head_default	brachycephalic	adj.all head default	having a short broad head with a cephalic index of over 80
oewn-04169660-n	n	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	phase1_propagated	seat	synset-seat-noun-8	a part of a machine that supports or guides another part
oewn-01584261-s	s	dul:Quality	phase4_A1_satellite_inherits_head	immediate	inherited from head oewn-01584016-a	immediately before or after as in a chain of cause and effect
oewn-02720416-v	v	dul:Action	phase3_propagated_from_hypernym	protuberate	from oewn-02720235-v[propagated_from_hypernym]	form a rounded prominence
oewn-13690013-n	n	dul:Amount	phase5alt_propagated_from_hypernym	real	from oewn-13689902-n	the basic unit of money in Brazil; equal to 100 centavos
oewn-02062786-n	n	dul:Organism	phase1_propagated	fulmar	synset-fulmar-noun-1	heavy short-tailed oceanic bird of polar regions
oewn-13033733-n	n	dul:Organism	phase1_propagated	Chlorophyllum molybdites	synset-Chlorophyllum_molybdites-noun-1	a poisonous agaric with a fibrillose cap and brown scales on a white ground color; cap can reach a diameter of 30 cm; often forms ‘fairy rings’
oewn-10695315-n	n	dul:Person	phase1_propagated	superior	synset-superior-noun-2	the head of a religious community
oewn-05803342-n	n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	phase1_propagated	prearrangement	synset-prearrangement-noun-1	something arranged in advance
oewn-07820633-n	n	dul:FunctionalSubstance	phase1_propagated	white rice	synset-white_rice-noun-1	having husk or outer brown layers removed
oewn-00364395-v	v	dul:Action	phase3_propagated_from_hypernym	bog down	from oewn-02686624-v[tier1_derivation]	get stuck while doing something
oewn-07513694-n	n	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	phase1_propagated	acquired taste	synset-acquired_taste-noun-1	a preference that is only acquired after considerable experience
oewn-02033222-n	n	dul:Organism	phase1_propagated	Polynesian tattler	synset-Polynesian_tattler-noun-1	tattler of Pacific coastal regions
oewn-02694245-v	v	dul:State	phase8_re_propagated	sweep	inherited from revised anchor oewn-02661230-v (dul:State)	cover the entire range of
oewn-02685792-a	a	dul:Quality	phase4_A2_pertainym_default	calico	adj.pert head — relational adjective	made of calico or resembling calico in being patterned
oewn-05932615-n	n	coll:InformationCollection	phase1_propagated	value	synset-value-noun-6	an ideal accepted by some individual or group
oewn-02131037-n	n	dul:Organism	phase1_propagated	leopard	synset-leopard-noun-2	large feline of African and Asian forests usually having a tawny coat with black spots
oewn-04546173-n	n	dul:PhysicalObject	phase1_propagated	visor	synset-visor-noun-1	a piece of armor plate (with eye slits) fixed or hinged to a medieval helmet to protect the face
oewn-14608838-n	n	dul:Substance	phase1_propagated	pyrogen	synset-pyrogen-noun-1	any substance characterized by its great flammability
oewn-00117555-s	s	dul:Quality	phase4_A1_satellite_inherits_head	acrimonious	inherited from head oewn-00117340-a	marked by strong resentment or cynicism
oewn-02390635-n	n	dul:Organism	phase1_propagated	pacer	synset-pacer-noun-2	a horse trained to a special gait in which both feet on one side leave the ground together
oewn-05305022-n	n	dul:BiologicalObject	phase1_propagated	organ	synset-organ-noun-1	a fully differentiated structural and functional unit in an animal that is specialized for some particular function
oewn-01797944-v	v	dul:CognitiveState	phase9c_re_propagated_cognitive	fuss	inherited from cognitive anchor oewn-00600349-v	worry unnecessarily or excessively
oewn-00088030-r	r	dul:Region	phase4_R7_adv_default	everlastingly	adverb default (quality region)	for a limitless time
oewn-12769008-n	n	dul:Organism	phase1_propagated	bittersweet	synset-bittersweet-noun-2	twining shrub of North America having yellow capsules enclosing scarlet seeds
oewn-09920596-n	n	dul:Person	phase1_propagated	catcher	synset-catcher-noun-1	(baseball) the person who plays the position of catcher
oewn-00298907-a	a	dul:Quality	phase4_A5_adj_head_default	socialistic	adj.all head default	advocating or following the socialist principles
oewn-01249745-v	v	dul:Action	phase3_propagated_from_hypernym	hone	from oewn-01249165-v[propagated_from_hypernym]	sharpen with a hone
oewn-09203513-n	n	dul:Event	phase1_propagated	abience	synset-abience-noun-1	(psychology) an urge to withdraw or avoid a situation or an object
oewn-00322668-s	s	dul:Quality	phase4_A1_satellite_inherits_head	spiny-stemmed	inherited from head oewn-00321992-a	having a spiny stem
oewn-04325522-n	n	dul:InformationRealization	phase1_propagated	stick figure	synset-stick_figure-noun-1	drawing of a human or animal that represents the head by a circle and the rest of the body by straight lines
oewn-00611928-v	v	dul:CognitiveEvent	phase9c_cognitive_reseed	recognize	verb.cognition.yaml + default cognitive perdurant	perceive to be the same
oewn-08510835-n	n	dul:SpaceRegion	phase1_propagated	wing	synset-wing-noun-7	(in flight formation) a position to the side and just to the rear of another aircraft
oewn-02888100-n	n	dul:DesignedArtifact	phase1_propagated	box beam	synset-box_beam-noun-1	a beam built up from boards; has a hollow rectangular cross section
oewn-00637185-v	v	dul:CognitiveState	phase3_tier3_cognitive_state_kw	answer	gloss	understand the meaning of
oewn-03723997-n	n	dul:DesignedArtifact	phase1_propagated	manor	synset-manor-noun-1	the mansion of a lord or wealthy person
oewn-04690957-n	n	dul:Quality	phase1_propagated	hirsuteness	synset-hirsuteness-noun-1	excessive hairiness
oewn-00212962-s	s	dul:Quality	phase4_A1_satellite_inherits_head	depilous	inherited from head oewn-00212038-a	completely hairless
oewn-07889783-n	n	dul:FunctionalSubstance	phase1_propagated	pizza	synset-pizza-noun-1	Italian open pie made of thin bread dough spread with a spiced mixture of e.g. tomato sauce and cheese
oewn-01140255-v	v	dul:Action	phase3_tier2_indirect	fuse	peer=oewn-01140122-v(dul:Action)	equip with a fuse; provide with a fuse
oewn-00411507-r	r	dul:Region	phase4_R7_adv_default	nevermore	adverb default (quality region)	at no time hereafter
oewn-08439204-n	n	dul:Organization	phase1_propagated	hawala	synset-hawala-noun-1	an underground banking system based on trust whereby money can be made available internationally without actually moving it or leaving a record of the transaction
oewn-07634910-n	n	dul:FunctionalSubstance	phase1_propagated	creme anglais	synset-creme_anglais-noun-1	custard sauce flavored with vanilla or a liqueur
oewn-09861084-n	n	dul:Person	phase1_propagated	base runner	synset-base_runner-noun-1	a baseball player on the team at bat who is on base (or attempting to reach a base)
oewn-00639231-s	s	dul:Quality	phase4_A1_satellite_inherits_head	traveled	inherited from head oewn-00638795-a	familiar with many parts of the world
oewn-01004206-v	v	dul:Action	phase3_propagated_from_hypernym	trademark	from oewn-01003902-v[propagated_from_hypernym]	register the trademark of
oewn-00130539-a	a	dul:Quality	phase4_A5_adj_head_default	postnatal	adj.all head default	occurring immediately after birth
oewn-14661166-n	n	dul:ChemicalObject	phase1_propagated	erbium	synset-erbium-noun-1	a trivalent metallic element of the rare earth group; occurs with yttrium
oewn-00180425-n	n	dul:Action	phase1_propagated	tooth	synset-tooth-noun-4	a means of enforcement
oewn-02023879-v	v	dul:Action	phase3_propagated_from_hypernym	foray into	from oewn-02023568-v[propagated_from_hypernym]	enter someone else's territory and take spoils
oewn-04409477-n	n	dul:DesignedArtifact	phase1_propagated	telephone plug	synset-telephone_plug-noun-1	a plug for connecting a telephone
oewn-13790888-n	n	dul:Amount	phase1_propagated	pitcher	synset-pitcher-noun-3	the quantity contained in a pitcher
oewn-00105032-r	r	dul:Region	phase4_R7_adv_default	at least	adverb default (quality region)	not less than
oewn-14108362-n	n	dul:Situation	phase1_propagated	nervous disorder	synset-nervous_disorder-noun-1	a disorder of the nervous system
oewn-07922812-n	n	dul:FunctionalSubstance	phase1_propagated	blended whiskey	synset-blended_whiskey-noun-1	mixture of two or more whiskeys or of a whiskey and neutral spirits
oewn-00488892-r	r	dul:SpaceRegion	phase4_R3_adv_spatial	under	spatial marker in gloss	through a range downward
oewn-04800786-n	n	dul:Quality	phase1_propagated	inadequacy	synset-inadequacy-noun-3	unsatisfactoriness by virtue of being inadequate
oewn-00094766-v	v	dul:State	phase8_systematic_review_from_phase3_propagated_from_hypernym	regrow	decision D-001023: Phase 3.5 rules support dul:State; Phase 3.5 rules R2: R2=dul:State_signals:1	grow anew or continue growth after an injury or interruption
oewn-09301201-n	n	dul:Substance	phase1_propagated	fallow	synset-fallow-noun-1	cultivated land that is not seeded for one or more growing seasons
