doubt_id	oewn_id	pos	primary_lemma	gloss	chosen_class	chosen_reason	alternative_class	alternative_reason	class_distance	doubt_category	method	priority_score	downstream_count	decision	decision_comment
D-005610	oewn-00546538-n	n	singing	the act of singing vocal music	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-singing-noun-1)	3	C3_multiclass_framester	phase1_propagated	17.4	19		
D-005611	oewn-00547107-n	n	a cappella singing	singing without instrumental accompaniment	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-a_cappella_singing-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005612	oewn-00547253-n	n	bel canto	a style of operatic singing	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-bel_canto-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005613	oewn-00547336-n	n	coloratura	singing with florid ornamentation	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-coloratura-noun-2)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005614	oewn-00547898-n	n	caroling	singing joyful religious songs (especially at Christmas)	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-caroling-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005615	oewn-00548009-n	n	crooning	the act of singing popular songs in a sentimental manner	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-crooning-noun-2)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005616	oewn-00548138-n	n	crooning	singing in a soft low tone	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-crooning-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005617	oewn-00548281-n	n	scat	singing jazz; the singer substitutes nonsense syllables for the words of the song and tries to sound like a musical instrument	dul:Action	collapsed from Framester multi-class via method priority	dul:InformationRealization	Framester propagated also assigned this class (synset-scat-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005618	oewn-00548281-n	n	scat	singing jazz; the singer substitutes nonsense syllables for the words of the song and tries to sound like a musical instrument	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-scat-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005619	oewn-00549363-n	n	acting	the performance of a part or role in a drama	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-acting-noun-1)	3	C3_multiclass_framester	phase1_propagated	21.0	25		
D-005620	oewn-00549839-n	n	portrayal	acting the part of a character on stage; dramatically representing the character by speech and action and gesture	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-portrayal-noun-2)	3	C3_multiclass_framester	phase1_propagated	12.6	11		
D-005621	oewn-00550143-n	n	impression	an impressionistic portrayal of a person	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-impression-noun-8)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005622	oewn-00550321-n	n	impersonation	imitating the mannerisms of another person	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-impersonation-noun-3)	3	C3_multiclass_framester	phase1_propagated	7.2	2		
D-005623	oewn-00550509-n	n	apery	the act of mimicking; imitative behavior	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-apery-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.6	1		
D-005624	oewn-00550647-n	n	parody	humorous or satirical mimicry	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-parody-noun-2)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005625	oewn-00550803-n	n	method acting	an acting technique introduced by Stanislavsky in which the actor recalls emotions or reactions from his or her own life and uses them to identify with the character being portrayed	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-method_acting-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005626	oewn-00551053-n	n	mime	a performance using gestures and body movements without words	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-mime-noun-2)	3	C3_multiclass_framester	phase1_propagated	6.6	1		
D-005627	oewn-00551279-n	n	panto	an abbreviation of pantomime	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-panto-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005628	oewn-00551378-n	n	business	incidental activity performed by an actor for dramatic effect	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-business-noun-9)	3	C3_multiclass_framester	phase1_propagated	6.6	1		
D-005629	oewn-00551582-n	n	shtik	(Yiddish) a contrived and often used bit of business that a performer uses to steal attention	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-shtik-noun-2)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005630	oewn-00552545-n	n	skit	a short theatrical episode	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-skit-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005631	oewn-00552622-n	n	hamming	poor acting by a ham actor	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-hamming-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005632	oewn-00552751-n	n	heroics	ostentatious or vainglorious or extravagant or melodramatic conduct	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-heroics-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005633	oewn-00552950-n	n	reenactment	performing a role in an event that occurred at an earlier time	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-reenactment-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005634	oewn-00553134-n	n	roleplaying	acting a particular role (as in psychotherapy)	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-roleplaying-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005635	oewn-00569467-n	n	serve	(sports) a stroke that puts the ball in play	dul:Action	collapsed from Framester multi-class via method priority	dul:Situation	Framester propagated also assigned this class (synset-serve-noun-1)	3	C3_multiclass_framester	phase1_propagated	9.0	5		
D-005636	oewn-00579442-n	n	financial audit	an attestation that the client's financial statement is accurate	dul:Action	collapsed from Framester multi-class via method priority	dul:InformationRealization	Framester propagated also assigned this class (synset-financial_audit-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005637	oewn-00630123-n	n	pandiculation	yawning and stretching (as when first waking up)	dul:Action	collapsed from Framester multi-class via method priority	dul:Process	Framester propagated also assigned this class (synset-pandiculation-noun-1)	1	C3_multiclass_framester	phase1_propagated	2.0	0		
D-005638	oewn-00662026-n	n	manicure	professional care for the hands and fingernails	dul:Action	collapsed from Framester multi-class via method priority	dul:Situation	Framester propagated also assigned this class (synset-manicure-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005639	oewn-00662200-n	n	pedicure	professional care for the feet and toenails	dul:Action	collapsed from Framester multi-class via method priority	dul:Situation	Framester propagated also assigned this class (synset-pedicure-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005640	oewn-00667024-n	n	facial	care for the face that usually involves cleansing and massage and the application of cosmetic creams	dul:Action	collapsed from Framester multi-class via method priority	dul:Situation	Framester propagated also assigned this class (synset-facial-noun-2)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005641	oewn-00670930-n	n	suction curettage	a method of induced abortion; prior to the 14th week of gestation the embryo and placenta are removed by applying suction to the dilated cervix	dul:Action	collapsed from Framester multi-class via method priority	dul:Situation	Framester propagated also assigned this class (synset-suction_curettage-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005642	oewn-00699862-n	n	venesection	surgical incision into a vein; used to treat hemochromatosis	dul:Action	collapsed from Framester multi-class via method priority	dul:Situation	Framester propagated also assigned this class (synset-venesection-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005643	oewn-00756620-n	n	appearance	pretending that something is the case in order to make a good impression	dul:Action	collapsed from Framester multi-class via method priority	dul:Situation	Framester propagated also assigned this class (synset-appearance-noun-6)	3	C3_multiclass_framester	phase1_topmapping	3.0	0		
D-005644	oewn-00757537-n	n	masquerade	making a false outward show	dul:Relation	collapsed from Framester multi-class via method priority	dul:Situation	Framester propagated also assigned this class (synset-masquerade-noun-3)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005645	oewn-00758836-n	n	original sin	a sin said to be inherited by all descendants of Adam	coll:InformationCollection	collapsed from Framester multi-class via method priority	dul:Situation	Framester propagated also assigned this class (synset-original_sin-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005646	oewn-00774039-n	n	resisting arrest	physical efforts to oppose a lawful arrest; the resistance is classified as assault and battery upon the person of the police officer attempting to make the arrest	dul:Action	collapsed from Framester multi-class via method priority	dul:Situation	Framester propagated also assigned this class (synset-resisting_arrest-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005647	oewn-00808282-n	n	acceptance sampling	a statistical procedure for accepting or rejecting a batch of merchandise or documents; involves determining the maximum number of defects discovered in a sample before the entire batch is rejected	dul:Action	collapsed from Framester multi-class via method priority	dul:Pattern	Framester propagated also assigned this class (synset-acceptance_sampling-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005648	oewn-00833580-n	n	artificial respiration	an emergency procedure whereby breathing is maintained artificially	dul:Action	collapsed from Framester multi-class via method priority	dul:Process	Framester propagated also assigned this class (synset-artificial_respiration-noun-1)	1	C3_multiclass_framester	phase1_propagated	2.0	0		
D-005649	oewn-00834287-n	n	cardiopulmonary resuscitation	an emergency procedure consisting of external cardiac massage and artificial respiration; the first treatment for a person who has collapsed and has no pulse and has stopped breathing; attempts to res	dul:Action	collapsed from Framester multi-class via method priority	dul:EventType	Framester propagated also assigned this class (synset-cardiopulmonary_resuscitation-noun-1)	1	C3_multiclass_framester	phase1_propagated	2.0	0		
D-005650	oewn-00855279-n	n	servicing	the act of mating by male animals	dul:PhysicalObject	collapsed from Framester multi-class via method priority	dul:Process	Framester propagated also assigned this class (synset-servicing-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005651	oewn-00867757-n	n	mydriasis	reflex pupillary dilation as a muscle pulls the iris outward; occurs in response to a decrease in light or certain drugs	dul:Process	collapsed from Framester multi-class via method priority	dul:Situation	Framester propagated also assigned this class (synset-mydriasis-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005652	oewn-00935074-n	n	personification	the act of attributing human characteristics to abstract ideas etc.	dul:Action	collapsed from Framester multi-class via method priority	dul:TimeInterval	Framester propagated also assigned this class (synset-incarnation-noun-3)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005653	oewn-00938436-n	n	painting	creating a picture with paints	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-painting-noun-2)	3	C3_multiclass_framester	phase1_propagated	10.2	7		
D-005654	oewn-00938717-n	n	distemper	a method of painting in which the pigments are mixed with water and a binder; used for painting posters or murals or stage scenery	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-distemper-noun-5)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005655	oewn-00938921-n	n	fresco	a durable method of painting on a wall by using watercolors on wet plaster	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-fresco-noun-2)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005656	oewn-00939066-n	n	impasto	painting that applies the pigment thickly so that brush or palette knife marks are visible	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-impasto-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005657	oewn-00939472-n	n	sculpture	creating figures or designs in three dimensions	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-sculpture-noun-2)	3	C3_multiclass_framester	phase1_propagated	6.6	1		
D-005658	oewn-00939711-n	n	modeling	a preliminary sculpture in wax or clay from which a finished work can be copied	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-modeling-noun-2)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005659	oewn-00940354-n	n	oil painting	the art or method of painting with oil paints	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-oil_painting-noun-2)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005660	oewn-00940458-n	n	watercolor	the art or technique of painting with watercolors	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-watercolor-noun-4)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005661	oewn-01017631-n	n	conchology	the collection and study of mollusc shells	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-conchology-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005662	oewn-01029801-n	n	ritual	any customary observance or practice	dul:EventType	collapsed from Framester multi-class via method priority	dul:Method	Framester propagated also assigned this class (synset-ritual-noun-1)	3	C3_multiclass_framester	phase1_propagated	10.2	7		
D-005663	oewn-01038810-n	n	betrothal	the act of becoming betrothed or engaged	dul:EventType	collapsed from Framester multi-class via method priority	dul:Method	Framester propagated also assigned this class (synset-betrothal-noun-2)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005664	oewn-01039028-n	n	marriage	the act of marrying; the nuptial ceremony	dul:EventType	collapsed from Framester multi-class via method priority	dul:Method	Framester propagated also assigned this class (synset-marriage-noun-3)	3	C3_multiclass_framester	phase1_propagated	8.4	4		
D-005665	oewn-01039326-n	n	rite of passage	a ritual performed in some cultures at times when an individual changes status (as from adolescence to adulthood)	dul:EventType	collapsed from Framester multi-class via method priority	dul:Method	Framester propagated also assigned this class (synset-rite_of_passage-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005666	oewn-01039501-n	n	bridal	archaic terms for a wedding or wedding feast	dul:EventType	collapsed from Framester multi-class via method priority	dul:Method	Framester propagated also assigned this class (synset-bridal-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005667	oewn-01039609-n	n	civil marriage	a marriage performed by a government official rather than by a clergyman	dul:EventType	collapsed from Framester multi-class via method priority	dul:Method	Framester propagated also assigned this class (synset-civil_marriage-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005668	oewn-01039742-n	n	love match	a marriage for love's sake; not an arranged marriage	dul:EventType	collapsed from Framester multi-class via method priority	dul:Method	Framester propagated also assigned this class (synset-love_match-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005669	oewn-01045365-n	n	Stations	(Roman Catholic Church) a devotion consisting of fourteen prayers said before a series of fourteen pictures or carvings representing successive incidents during Jesus' passage from Pilate's house to h	dul:Action	collapsed from Framester multi-class via method priority	dul:Collection	Framester propagated also assigned this class (synset-Stations-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005670	oewn-01049727-n	n	rebirth	the revival of learning and culture	dul:EventType	collapsed from Framester multi-class via method priority	dul:TimeInterval	Framester inferred also assigned this class (synset-Renaissance-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005671	oewn-01074160-n	n	lamentation	the passionate and demonstrative activity of expressing grief	dul:Action	collapsed from Framester multi-class via method priority	dul:InformationRealization	Framester propagated also assigned this class (synset-lamentation-noun-2)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005672	oewn-01166076-n	n	electric shock	the use of electricity to administer punishment or torture	dul:Action	collapsed from Framester multi-class via method priority	dul:Method	Framester propagated also assigned this class (synset-electric_shock-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005673	oewn-01177806-n	n	hammer	the act of pounding (delivering repeated heavy blows)	dul:Situation	collapsed from Framester multi-class via method priority	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace	Framester propagated also assigned this class (synset-pound-noun-13)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005674	oewn-01233454-n	n	meeting	the social act of assembling for some common purpose	coll:AgentCollection	collapsed from Framester multi-class via method priority	dul:Action	Framester propagated also assigned this class (synset-meeting-noun-4)	3	C3_multiclass_framester	phase1_propagated	15.0	15		
D-005675	oewn-01249853-n	n	dry-gulching	the act of killing from ambush	dul:Action	collapsed from Framester multi-class via method priority	dul:Situation	Framester propagated also assigned this class (synset-dry-gulching-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005676	oewn-01251299-n	n	remarriage	the act of marrying again	dul:EventType	collapsed from Framester multi-class via method priority	dul:Method	Framester propagated also assigned this class (synset-remarriage-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005677	oewn-01256365-n	n	harmonization	singing in harmony	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-harmonization-noun-2)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005678	oewn-01256531-n	n	humming	the act of singing with closed lips	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-humming-noun-2)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005679	oewn-01257272-n	n	intonation	the act of singing in a monotonous tone	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-intonation-noun-3)	3	C3_multiclass_framester	phase1_propagated	6.6	1		
D-005680	oewn-01257469-n	n	cantillation	liturgical chanting	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-cantillation-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005681	oewn-01257565-n	n	intonation	singing by a soloist of the opening piece of plainsong	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-intonation-noun-2)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005682	oewn-01257889-n	n	karaoke	singing popular songs accompanied by a recording of an orchestra (usually in bars or nightclubs)	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-karaoke-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005683	oewn-01258039-n	n	part-singing	singing with three or more voice parts	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-part-singing-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005684	oewn-01258136-n	n	psalmody	the act of singing psalms or hymns	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-psalmody-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005685	oewn-01258235-n	n	singalong	informal group singing of popular songs	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-singalong-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005686	oewn-01258395-n	n	solfege	a voice exercise; singing scales or runs to the same syllable	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-solfege-noun-2)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005687	oewn-01258522-n	n	solmization	singing using solfa syllables to denote the notes of the scale of C major	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-solmization-noun-2)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005688	oewn-01258711-n	n	yodeling	singing by changing back and forth between the chest voice and a falsetto	dul:Action	collapsed from Framester multi-class via method priority	ontopic:Topic	Framester propagated also assigned this class (synset-yodeling-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005689	oewn-01316379-n	n	recombinant	a cell or organism in which genetic recombination has occurred	dul:BiologicalObject	collapsed from Framester multi-class via method priority	dul:Organism	Framester propagated also assigned this class (synset-recombinant-noun-1)	1	C3_multiclass_framester	phase1_propagated	2.0	0		
D-005690	oewn-01329963-n	n	hybrid	(genetics) an organism that is the offspring of genetically dissimilar parents or stock; especially offspring produced by breeding plants or animals of different varieties or breeds or species	dul:Organism	collapsed from Framester multi-class via method priority	dul:Situation	Framester propagated also assigned this class (synset-cross-noun-4)	3	C3_multiclass_framester	phase1_propagated	7.2	2		
D-005691	oewn-01383685-n	n	streptococcus	spherical Gram-positive bacteria occurring in pairs or chains; cause e.g. scarlet fever and tonsillitis	coll:Taxon	collapsed from Framester multi-class via method priority	dul:Organism	Framester propagated also assigned this class (synset-streptococcus-noun-1)	2	C3_multiclass_framester	phase1_propagated	4.0	0		
D-005692	oewn-01461257-n	n	investment	outer layer or covering of an organ or part or organism	dul:BiologicalObject	collapsed from Framester multi-class via method priority	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	Framester propagated also assigned this class (synset-investment-noun-4)	3	C3_multiclass_framester	phase1_propagated	6.6	1		
D-005693	oewn-01461387-n	n	pellicle	thin protective membrane in some protozoa	dul:BiologicalObject	collapsed from Framester multi-class via method priority	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	Framester propagated also assigned this class (synset-pellicle-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005694	oewn-01523217-n	n	kiwi	nocturnal flightless bird of New Zealand having a long neck and stout legs; only surviving representative of the order Apterygiformes	dul:BiologicalObject	collapsed from Framester multi-class via method priority	dul:FunctionalSubstance	Framester propagated also assigned this class (synset-kiwi-noun-3)	1	C3_multiclass_framester	phase1_propagated	2.0	0		
D-005695	oewn-01817562-n	n	homing pigeon	pigeon trained to return home	dul:Amount	collapsed from Framester multi-class via method priority	dul:Organism	Framester propagated also assigned this class (synset-homing_pigeon-noun-1)	1	C3_multiclass_framester	phase1_propagated	2.2	1		
D-005696	oewn-01899202-n	n	down	soft fine feathers	dul:FunctionalSubstance	collapsed from Framester multi-class via method priority	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	Framester propagated also assigned this class (synset-down-noun-1)	3	C3_multiclass_framester	phase1_propagated	9.0	5		
D-005697	oewn-01899376-n	n	duck down	down of the duck	dul:FunctionalSubstance	collapsed from Framester multi-class via method priority	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	Framester propagated also assigned this class (synset-duck_down-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.6	1		
D-005698	oewn-01899485-n	n	eiderdown	down of the eider duck	dul:FunctionalSubstance	collapsed from Framester multi-class via method priority	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	Framester propagated also assigned this class (synset-eiderdown-noun-2)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005699	oewn-01899601-n	n	goose down	down of the goose	dul:FunctionalSubstance	collapsed from Framester multi-class via method priority	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	Framester propagated also assigned this class (synset-goose_down-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005700	oewn-01899787-n	n	plumule	down feather of young birds; persists in some adult birds	dul:FunctionalSubstance	collapsed from Framester multi-class via method priority	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	Framester propagated also assigned this class (synset-plumule-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005701	oewn-01899898-n	n	aftershaft	a supplementary feather (usually small) on the underside of the base of the shaft of some feathers in some birds	dul:FunctionalSubstance	collapsed from Framester multi-class via method priority	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	Framester propagated also assigned this class (synset-aftershaft-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005702	oewn-01900067-n	n	sickle feather	one of the long curved tail feathers of a rooster	dul:FunctionalSubstance	collapsed from Framester multi-class via method priority	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	Framester propagated also assigned this class (synset-sickle_feather-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005703	oewn-01900177-n	n	contour feather	feathers covering the body of an adult bird and determining its shape	dul:FunctionalSubstance	collapsed from Framester multi-class via method priority	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	Framester propagated also assigned this class (synset-contour_feather-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005704	oewn-01900308-n	n	bastard wing	tuft of small stiff feathers on the first digit of a bird's wing	dul:FunctionalSubstance	collapsed from Framester multi-class via method priority	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	Framester propagated also assigned this class (synset-bastard_wing-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005705	oewn-01900492-n	n	marabou	the downy feathers of marabou storks are used for trimming garments	dul:FunctionalSubstance	collapsed from Framester multi-class via method priority	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	Framester propagated also assigned this class (synset-marabou-noun-2)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005706	oewn-01901100-n	n	hackle	long slender feather on the necks of e.g. turkeys and pheasants	dul:FunctionalSubstance	collapsed from Framester multi-class via method priority	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	Framester propagated also assigned this class (synset-hackle-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.6	1		
D-005707	oewn-01901234-n	n	saddle hackle	a long narrow feather on the back (saddle) of a domestic fowl	dul:FunctionalSubstance	collapsed from Framester multi-class via method priority	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	Framester propagated also assigned this class (synset-saddle_hackle-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005708	oewn-01906670-n	n	plastron	(zoology) the part of a turtle's shell forming its underside	dul:BiologicalObject	collapsed from Framester multi-class via method priority	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	Framester propagated also assigned this class (synset-plastron-noun-5)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005709	oewn-01939312-n	n	lugworm	marine worms having a row of tufted gills along each side of the back; often used for fishing bait	dul:DesignedArtifact	collapsed from Framester multi-class via method priority	dul:Organism	Framester propagated also assigned this class (synset-lugworm-noun-1)	1	C3_multiclass_framester	phase1_propagated	2.0	0		
D-005710	oewn-02098541-n	n	Sealyham terrier	a wire-haired terrier with short legs that was first bred in Sealyham	dul:Organism	collapsed from Framester multi-class via method priority	dul:Place	Framester inferred also assigned this class (synset-Sealyham-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005711	oewn-02108507-n	n	Shetland sheepdog	a small sheepdog resembling a collie that was developed in the Shetland Islands	dul:Organism	collapsed from Framester multi-class via method priority	dul:PhysicalPlace	Framester inferred also assigned this class (synset-Shetland-noun-1)	1	C3_multiclass_framester	phase1_propagated	2.0	0		
D-005712	oewn-02135440-n	n	Alaskan brown bear	brown bear of coastal Alaska and British Columbia	dul:Organism	collapsed from Framester multi-class via method priority	dul:PhysicalPlace	Framester inferred also assigned this class (synset-Kodiak-noun-1)	1	C3_multiclass_framester	phase1_propagated	2.0	0		
