oewn_id	dulplus_class	tier	provenance	primary_lemma	all_lemmas	gloss	hypernyms
oewn-01754476-v	dul:Action	propagated_from_hypernym	from oewn-01754229-v[propagated_from_hypernym]	aquatint	aquatint	etch in aquatint	oewn-01754229-v
oewn-01754621-v	dul:Action	propagated_from_hypernym	from oewn-01624592-v[propagated_from_hypernym]	confect	confect	make or construct	oewn-01624592-v
oewn-01754703-v	dul:Action	propagated_from_hypernym	from oewn-01658171-v[tier1_derivation]	corduroy	corduroy	build (a road) from logs laid side by side	oewn-01658171-v
oewn-01754829-v	dul:Action	propagated_from_hypernym	from oewn-01679858-v[tier1_derivation]	fringe	fringe	adorn with a fringe	oewn-01679858-v
oewn-01754981-v	dul:Action	propagated_from_hypernym	from oewn-01723780-v[propagated_from_hypernym]	overact	overact|ham it up|ham|overplay	exaggerate one's acting	oewn-01723780-v
oewn-01755197-v	dul:Action	propagated_from_hypernym	from oewn-01723780-v[propagated_from_hypernym]	underact	underact|underplay	act (a role) with great restraint	oewn-01723780-v
oewn-01755353-v	dul:State	propagated_from_hypernym	from oewn-01712535-v[propagated_from_hypernym]	heel	heel	perform with the heels	oewn-01712535-v
oewn-01755530-v	dul:Action	propagated_from_hypernym	from oewn-01679858-v[tier1_derivation]	fret	fret	decorate with an interlaced design	oewn-01679858-v
oewn-01755644-v	dul:Action	propagated_from_hypernym	from oewn-01679858-v[tier1_derivation]	landscape	landscape	embellish with plants	oewn-01679858-v
oewn-01755833-v	dul:Action	propagated_from_hypernym	from oewn-01258721-v[propagated_from_hypernym]	fret	fret	carve a pattern into	oewn-01258721-v
oewn-01755970-v	dul:Action	propagated_from_hypernym	from oewn-01755833-v[propagated_from_hypernym]	honeycomb	honeycomb	carve a honeycomb pattern into	oewn-01755833-v
oewn-01756124-v	dul:Action	propagated_from_hypernym	from oewn-01624592-v[propagated_from_hypernym]	proof	proof	make or take a proof of, such as a photographic negative, an etching, or typeset	oewn-01624592-v
oewn-01756303-v	dul:Action	propagated_from_hypernym	from oewn-01620211-v[propagated_from_hypernym]	produce	produce|bring forth	bring forth or yield	oewn-01620211-v
oewn-01756536-v	dul:Action	propagated_from_hypernym	from oewn-01756303-v[propagated_from_hypernym]	sporulate	sporulate	produce spores	oewn-01756303-v
oewn-01756692-v	dul:Action	propagated_from_hypernym	from oewn-01620211-v[propagated_from_hypernym]	produce	produce|bring about|give rise	cause to happen, occur or exist	oewn-01620211-v
oewn-01757080-v	dul:Action	propagated_from_hypernym	from oewn-01756303-v[propagated_from_hypernym]	grind out	grind out|crank out	produce in a routine or monotonous manner	oewn-01756303-v
oewn-01757273-v	dul:Action	propagated_from_hypernym	from oewn-01644092-v[tier1_derivation]	make up	make up	devise or compose	oewn-01644092-v
oewn-01757404-v	dul:Action	propagated_from_hypernym	from oewn-01643749-v[propagated_from_hypernym]	design	design	create designs	oewn-01643749-v
oewn-01757596-v	dul:Action	tier1_derivation	deriv→oewn-00241051-n(marker='the act of')	create	create	bring into existence	oewn-02372362-v
oewn-01757913-v	dul:Action	tier1_derivation	deriv→oewn-00113933-n(marker='the act of')	press	press	create by pressing	oewn-01620211-v
oewn-01758079-v	dul:Action	propagated_from_hypernym	from oewn-01620211-v[propagated_from_hypernym]	prepare	prepare	to prepare verbally, either for written or spoken delivery	oewn-01620211-v
oewn-01758260-v	dul:Action	propagated_from_hypernym	from oewn-01758079-v[propagated_from_hypernym]	rough in	rough in|rough|rough out	prepare in preliminary or sketchy form	oewn-01758079-v
oewn-01758384-v	dul:Action	propagated_from_hypernym	from oewn-01702148-v[tier1_derivation]	write out	write out|write up	put into writing; write in complete form	oewn-01702148-v
oewn-01758545-v	dul:Action	tier1_derivation	deriv→oewn-00360064-n(marker='the act of')	cut	cut	form or shape by cutting or incising	oewn-01620211-v
oewn-01758723-v	dul:Action	propagated_from_hypernym	from oewn-01620211-v[propagated_from_hypernym]	cut	cut	form by probing, penetrating, or digging	oewn-01620211-v
oewn-01758945-v	dul:Action	propagated_from_hypernym	from oewn-01690027-v[tier1_derivation]	graph	graph|chart	represent by means of a graph	oewn-01690027-v
oewn-01759135-v	dul:Action	propagated_from_hypernym	from oewn-01697348-v[propagated_from_hypernym]	graph	graph	plot upon a graph	oewn-01697348-v
oewn-01759233-v	dul:State	propagated_from_hypernym	from oewn-01712535-v[propagated_from_hypernym]	shimmy	shimmy	dance a shimmy	oewn-01712535-v
oewn-01759348-v	dul:Action	propagated_from_hypernym	from oewn-01656555-v[propagated_from_hypernym]	make	make	gather and light the materials for	oewn-01656555-v
oewn-01759495-v	dul:Action	propagated_from_hypernym	from oewn-01620211-v[propagated_from_hypernym]	raise	raise	create a disturbance, especially by making a great noise	oewn-01620211-v
oewn-01759660-v	dul:Action	propagated_from_hypernym	from oewn-01716563-v[tier1_derivation]	make	make	perform, produce, or carry out	oewn-01716563-v
oewn-01759850-v	dul:Action	propagated_from_hypernym	from oewn-01620211-v[propagated_from_hypernym]	beat	beat	make by pounding or trampling	oewn-01620211-v
oewn-01759993-v	dul:Action	propagated_from_hypernym	from oewn-01641910-v[propagated_from_hypernym]	map	map|map out	plan, delineate, or arrange in detail	oewn-01641910-v
oewn-01760121-v	dul:Action	propagated_from_hypernym	from oewn-01624592-v[propagated_from_hypernym]	cut	cut|burn	create by duplicating data	oewn-01624592-v
oewn-01760260-v	dul:Action	propagated_from_hypernym	from oewn-01000444-v[tier1_derivation]	cut	cut	record a performance on (a medium)	oewn-01000444-v
oewn-01760407-v	dul:Action	propagated_from_hypernym	from oewn-01000444-v[tier1_derivation]	cut	cut	make a recording of	oewn-01000444-v
oewn-01760563-v	dul:Action	propagated_from_hypernym	from oewn-01702148-v[tier1_derivation]	script	script	write a script for	oewn-01702148-v
oewn-01760719-v	dul:State	propagated_from_hypernym	from oewn-01748949-v[propagated_from_hypernym]	rubricate	rubricate	furnish with rubrics or regulate by rubrics	oewn-01748949-v
oewn-01760865-v	dul:Action	propagated_from_hypernym	from oewn-01658171-v[tier1_derivation]	channelize	channelize|channelise	make a channel for; provide with a channel	oewn-01658171-v
oewn-01761040-v	dul:Action	propagated_from_hypernym	from oewn-01622948-v[propagated_from_hypernym]	demyelinate	demyelinate	destroy the myelin sheath of	oewn-01622948-v
oewn-01761182-v	dul:Action	propagated_from_hypernym	from oewn-01649143-v[tier1_derivation]	facilitate	facilitate	increase the likelihood of (a response)	oewn-01649143-v
oewn-01761390-v	dul:Action	propagated_from_hypernym	from oewn-01635076-v[propagated_from_hypernym]	construct	construct	create by organizing and linking ideas, arguments, or concepts	oewn-01635076-v
oewn-01761565-v	dul:Action	propagated_from_hypernym	from oewn-01635076-v[propagated_from_hypernym]	construct	construct	create by linking linguistic units	oewn-01635076-v
oewn-01761715-v	dul:Action	propagated_from_hypernym	from oewn-01662656-v[propagated_from_hypernym]	filigree	filigree	make filigree, as with a precious metal	oewn-01662656-v
oewn-01761838-v	dul:Action	propagated_from_hypernym	from oewn-01630392-v[propagated_from_hypernym]	release	release|free|liberate	release (gas or energy) as a result of a chemical reaction or physical decomposition	oewn-01630392-v
oewn-01762024-v	dul:Action	propagated_from_hypernym	from oewn-01654986-v[tier1_derivation]	embattle	embattle	prepare for battle or conflict	oewn-01654986-v
oewn-01762120-v	dul:Action	propagated_from_hypernym	from oewn-01758723-v[propagated_from_hypernym]	blast	blast	make with or as if with an explosion	oewn-01758723-v
oewn-01762254-v	dul:Action	propagated_from_hypernym	from oewn-01620211-v[propagated_from_hypernym]	chop	chop	form or shape by chopping	oewn-01620211-v
oewn-01762370-v	dul:Action	propagated_from_hypernym	from oewn-01757596-v[tier1_derivation]	carve out	carve out	establish or create through painstaking effort	oewn-01757596-v
oewn-01762540-v	dul:Action	propagated_from_hypernym	from oewn-01620211-v[propagated_from_hypernym]	manufacture	manufacture	create or produce in a mechanical way	oewn-01620211-v
oewn-01762726-v	dul:Action	propagated_from_hypernym	from oewn-01756303-v[propagated_from_hypernym]	manufacture	manufacture	produce naturally	oewn-01756303-v
oewn-01762865-v	dul:Action	propagated_from_hypernym	from oewn-01620211-v[propagated_from_hypernym]	blast	blast|shell	create by using explosives	oewn-01620211-v
oewn-01763010-v	dul:Action	propagated_from_hypernym	from oewn-01728928-v[tier1_derivation]	busk	busk	play music in a public place and solicit money for it	oewn-01728928-v
oewn-01763170-v	dul:Action	tier1_derivation	deriv→oewn-00243675-n(marker='the act of')	arouse	arouse|elicit|enkindle|kindle|evoke|fire|raise|provoke	call forth (emotions, feelings, and responses)	oewn-01620211-v
oewn-01763770-v	dul:Action	propagated_from_hypernym	from oewn-01763170-v[tier1_derivation]	strike a chord	strike a chord|touch a chord	evoke a reaction, response, or emotion	oewn-01763170-v
oewn-01763987-v	dul:Action	propagated_from_hypernym	from oewn-01763170-v[tier1_derivation]	invite	invite|ask for	increase the likelihood of	oewn-01763170-v
oewn-01764144-v	dul:Action	propagated_from_hypernym	from oewn-01763170-v[tier1_derivation]	draw	draw	elicit responses, such as objections, criticism, applause, etc.	oewn-01763170-v
oewn-01764396-v	dul:Action	propagated_from_hypernym	from oewn-01763170-v[tier1_derivation]	rekindle	rekindle	arouse again	oewn-01763170-v
oewn-01764521-v	dul:Action	propagated_from_hypernym	from oewn-01763170-v[tier1_derivation]	infatuate	infatuate	arouse unreasoning love or passion in and cause to behave in an irrational way	oewn-01763170-v
oewn-01764789-v	dul:Action	propagated_from_hypernym	from oewn-01763170-v[tier1_derivation]	prick	prick	to cause a sharp emotional pain	oewn-01763170-v
oewn-01764964-v	dul:Action	propagated_from_hypernym	from oewn-01763170-v[tier1_derivation]	inflame	inflame|stir up|wake|ignite|heat|fire up	arouse or excite feelings and passions	oewn-01763170-v
oewn-01765377-v	dul:Action	propagated_from_hypernym	from oewn-01764964-v[propagated_from_hypernym]	ferment	ferment	work up into agitation or excitement	oewn-01764964-v
oewn-01765558-v	dul:State	tier1_derivation	deriv→oewn-14060493-n(marker='the state of')|deriv→oewn-14060493-n(marker='the state of')	stimulate	stimulate|shake|shake up|excite|stir	stir the feelings, emotions, or peace of	oewn-01763170-v
oewn-01766030-v	dul:State	propagated_from_hypernym	from oewn-01765558-v[tier1_derivation]	fuel	fuel	stimulate	oewn-01765558-v
oewn-01766135-v	dul:State	propagated_from_hypernym	from oewn-01765558-v[tier1_derivation]	arouse	arouse|sex|excite|turn on|wind up	to evoke sexual feelings	oewn-01765558-v
oewn-01766380-v	dul:Action	tier1_derivation	deriv→oewn-00243675-n(marker='the act of')	agitate	agitate|rouse|turn on|charge|commove|excite|charge up	cause to be agitated, excited, or roused	oewn-01774422-v
oewn-01766815-v	dul:Action	propagated_from_hypernym	from oewn-01774422-v[tier1_derivation]	jolt	jolt	disturb (someone's) composure	oewn-01774422-v
oewn-01766953-v	dul:Action	propagated_from_hypernym	from oewn-01771464-v[propagated_from_hypernym]	bubble over	bubble over|overflow|spill over	overflow with a certain feeling	oewn-01771464-v
oewn-01767155-v	dul:Action	propagated_from_hypernym	from oewn-01771464-v[propagated_from_hypernym]	ferment	ferment	be in an agitated or excited state	oewn-01771464-v
oewn-01767334-v	dul:Action	propagated_from_hypernym	from oewn-01766380-v[tier1_derivation]	hype up	hype up|psych up	get excited or stimulated	oewn-01766380-v
oewn-01767495-v	dul:Action	propagated_from_hypernym	from oewn-01768652-v[tier2_indirect]	lull	lull	calm by deception	oewn-01768652-v
oewn-01767681-v	dul:State	propagated_from_hypernym	from oewn-00145958-v[propagated_from_hypernym]	calm	calm|calm down|cool off|chill out|simmer down|settle down|cool it	become quiet or calm, especially after a state of agitation	oewn-00145958-v
oewn-01768023-v	dul:Action	propagated_from_hypernym	from oewn-01774422-v[tier1_derivation]	perturb	perturb|unhinge|disquiet|trouble|cark|distract|disorder	disturb in mind or make uneasy or cause to be worried or alarmed	oewn-01774422-v
oewn-01768438-v	dul:Action	propagated_from_hypernym	from oewn-01791641-v[propagated_from_hypernym]	unbalance	unbalance|derange	derange mentally, throw out of mental balance; make insane	oewn-01791641-v
oewn-01768652-v	dul:Action	tier2_indirect	peer=oewn-01766380-v(dul:Action)	calm	calm|calm down|quiet|tranquilize|tranquillize|tranquillise|quieten|lull|still	make calm or still	oewn-01818782-v
oewn-01769030-v	dul:Action	propagated_from_hypernym	from oewn-01768652-v[tier2_indirect]	compose	compose	calm (someone, especially oneself); make quiet	oewn-01768652-v
oewn-01769244-v	dul:Action	tier1_derivation	deriv→oewn-01153902-n(marker='the act of')|deriv→oewn-01153902-n(marker='the act of')|deriv→oewn-13995008-n(marker='the state of')	pacify	pacify|lenify|conciliate|assuage|appease|mollify|placate|gentle|gruntle	cause to be more favorably inclined; gain the good will of	oewn-01768652-v
oewn-01769760-v	dul:Action	tier1_derivation	deriv→oewn-00426281-n(marker='the act of')	worry	worry|vex	disturb the peace of mind of; afflict with mental agitation or distress	oewn-01768023-v
oewn-01770125-v	dul:Action	propagated_from_hypernym	from oewn-01769760-v[tier1_derivation]	eat	eat|eat on	worry or cause anxiety in a persistent way	oewn-01769760-v
oewn-01770490-v	dul:Action	propagated_from_hypernym	from oewn-01769760-v[tier1_derivation]	nag	nag	worry persistently	oewn-01769760-v
oewn-01770600-v	dul:Process	propagated_from_hypernym	from oewn-00726454-v[propagated_from_hypernym]	worry	worry|care	be concerned with	oewn-00726454-v
oewn-01770804-v	dul:Process	propagated_from_hypernym	from oewn-00075867-v[propagated_from_hypernym]	retire	retire|withdraw	lose interest	oewn-00075867-v
oewn-01771015-v	dul:Action	propagated_from_hypernym	from oewn-01775456-v[propagated_from_hypernym]	worry	worry	be worried, concerned, anxious, troubled, or uneasy	oewn-01775456-v
oewn-01771313-v	dul:Action	propagated_from_hypernym	from oewn-01771015-v[propagated_from_hypernym]	fret	fret	be agitated or irritated	oewn-01771015-v
oewn-01771464-v	dul:Action	propagated_from_hypernym	from oewn-01775456-v[propagated_from_hypernym]	seethe	seethe|boil	be in an agitated emotional state	oewn-01775456-v
oewn-01771670-v	dul:Action	propagated_from_hypernym	from oewn-01771464-v[propagated_from_hypernym]	sizzle	sizzle	seethe with deep anger or resentment	oewn-01771464-v
oewn-01771801-v	dul:Action	propagated_from_hypernym	from oewn-00137133-v[propagated_from_hypernym]	affect	affect|impress|move|strike	have an emotional or cognitive impact upon	oewn-00137133-v
oewn-01772551-v	dul:Action	propagated_from_hypernym	from oewn-01771801-v[propagated_from_hypernym]	engrave	engrave	impress or affect deeply	oewn-01771801-v
oewn-01772685-v	dul:Action	propagated_from_hypernym	from oewn-01771801-v[propagated_from_hypernym]	strike dumb	strike dumb	render speechless, as by surprising or shocking	oewn-01771801-v
oewn-01772856-v	dul:Action	propagated_from_hypernym	from oewn-01771801-v[propagated_from_hypernym]	zap	zap	strike suddenly and with force	oewn-01771801-v
oewn-01773011-v	dul:Action	propagated_from_hypernym	from oewn-01771801-v[propagated_from_hypernym]	jar	jar	affect in a disagreeable way	oewn-01771801-v
oewn-01773141-v	dul:Action	propagated_from_hypernym	from oewn-01771801-v[propagated_from_hypernym]	hit home	hit home|strike home|strike a chord|strike a note	refer to or be relevant or familiar to	oewn-01771801-v
oewn-01773334-v	dul:Action	propagated_from_hypernym	from oewn-01771801-v[propagated_from_hypernym]	smite	smite	affect suddenly with deep feeling	oewn-01771801-v
oewn-01773486-v	dul:Action	propagated_from_hypernym	from oewn-01771801-v[propagated_from_hypernym]	cloud	cloud	make gloomy or depressed	oewn-01771801-v
oewn-01773614-v	dul:Action	propagated_from_hypernym	from oewn-01771801-v[propagated_from_hypernym]	pierce	pierce	move or affect (a person's emotions or bodily feelings) deeply or sharply	oewn-01771801-v
oewn-01773823-v	dul:Action	propagated_from_hypernym	from oewn-01771801-v[propagated_from_hypernym]	impress	impress	impress positively	oewn-01771801-v
oewn-01774017-v	dul:Action	propagated_from_hypernym	from oewn-01773823-v[propagated_from_hypernym]	prepossess	prepossess	make a positive impression (on someone) beforehand	oewn-01773823-v
oewn-01774173-v	dul:Action	propagated_from_hypernym	from oewn-01773823-v[propagated_from_hypernym]	wow	wow	impress greatly	oewn-01773823-v
oewn-01774291-v	dul:Action	propagated_from_hypernym	from oewn-01771801-v[propagated_from_hypernym]	sweep away	sweep away|sweep off	overwhelm emotionally	oewn-01771801-v
oewn-01774422-v	dul:Action	tier1_derivation	deriv→oewn-00555887-n(marker='the act of')	disturb	disturb|upset|trouble	move deeply	oewn-01771801-v
oewn-01774723-v	dul:Action	propagated_from_hypernym	from oewn-01771801-v[propagated_from_hypernym]	touch	touch|stir	affect emotionally	oewn-01771801-v
oewn-01774960-v	dul:Action	propagated_from_hypernym	from oewn-01774723-v[propagated_from_hypernym]	get	get	evoke an emotional response	oewn-01774723-v
oewn-01775115-v	dul:Action	propagated_from_hypernym	from oewn-01791774-v[tier1_derivation]	get	get|get under one's skin	irritate	oewn-01791774-v
oewn-01775311-v	dul:Action	propagated_from_hypernym	from oewn-01771801-v[propagated_from_hypernym]	move	move	arouse sympathy or compassion in	oewn-01771801-v
oewn-01775456-v	dul:Action	propagated_from_hypernym	from oewn-02110960-v[propagated_from_hypernym]	feel	feel|experience	undergo an emotional sensation or be in a particular state of mind	oewn-02110960-v
oewn-01776093-v	dul:Action	propagated_from_hypernym	from oewn-01775456-v[propagated_from_hypernym]	incline	incline	feel favorably disposed or willing	oewn-01775456-v
oewn-01776284-v	dul:Action	propagated_from_hypernym	from oewn-01775456-v[propagated_from_hypernym]	recapture	recapture	experience anew	oewn-01775456-v
oewn-01776419-v	dul:Action	propagated_from_hypernym	from oewn-01775456-v[propagated_from_hypernym]	pride	pride|plume|congratulate	be proud of	oewn-01775456-v
oewn-01776620-v	dul:Action	propagated_from_hypernym	from oewn-01775456-v[propagated_from_hypernym]	smolder	smolder|smoulder	have strong suppressed feelings	oewn-01775456-v
oewn-01776727-v	dul:Action	propagated_from_hypernym	from oewn-01723161-v[propagated_from_hypernym]	emote	emote	give expression or emotion to, in a stage or movie role	oewn-01723161-v
oewn-01776881-v	dul:State	tier1_derivation	deriv→oewn-14060493-n(marker='the state of')|deriv→oewn-14060493-n(marker='the state of')	excite	excite	arouse or elicit a feeling	oewn-01763170-v
oewn-01777051-v	dul:Action	propagated_from_hypernym	from oewn-01775456-v[propagated_from_hypernym]	harbor	harbor|harbour|hold|entertain|nurse|bear	maintain (a theory, thoughts, or feelings)	oewn-01775456-v
oewn-01777267-v	dul:Action	propagated_from_hypernym	from oewn-01780648-v[propagated_from_hypernym]	resent	resent	feel bitter or indignant about	oewn-01780648-v
oewn-01777456-v	dul:State	tier1_derivation	deriv→oewn-14012356-n(marker='the state of')	embitter	embitter|envenom|acerbate	cause to be bitter or resentful	oewn-01818363-v
oewn-01777655-v	dul:Action	propagated_from_hypernym	from oewn-00818972-v[tier2_indirect]	grudge	grudge	accept or admit unwillingly	oewn-00818972-v
oewn-01777746-v	dul:Action	propagated_from_hypernym	from oewn-01791774-v[tier1_derivation]	eat into	eat into|fret|rankle|grate	gnaw into; make resentful or angry	oewn-01791774-v
oewn-01777926-v	dul:Action	propagated_from_hypernym	from oewn-01777267-v[propagated_from_hypernym]	stew	stew|grudge	bear a grudge; harbor ill feelings	oewn-01777267-v
oewn-01778057-v	dul:Action	propagated_from_hypernym	from oewn-01780648-v[propagated_from_hypernym]	hate	hate|detest	dislike intensely; feel antipathy or aversion towards	oewn-01780648-v
oewn-01778347-v	dul:Action	propagated_from_hypernym	from oewn-01778057-v[propagated_from_hypernym]	abhor	abhor|loathe|abominate|execrate	find repugnant	oewn-01778057-v
oewn-01778720-v	dul:Action	propagated_from_hypernym	from oewn-01778057-v[propagated_from_hypernym]	contemn	contemn|despise|scorn|disdain	look down on with disdain	oewn-01778057-v
oewn-01779085-v	dul:Action	propagated_from_hypernym	from oewn-01775456-v[propagated_from_hypernym]	love	love	have a great affection or liking for	oewn-01775456-v
oewn-01779456-v	dul:Action	propagated_from_hypernym	from oewn-01779085-v[propagated_from_hypernym]	love	love	be enamored or in love with	oewn-01779085-v
oewn-01779703-v	dul:Action	propagated_from_hypernym	from oewn-01779456-v[propagated_from_hypernym]	romance	romance	have a love affair with	oewn-01779456-v
oewn-01779835-v	dul:State	propagated_from_hypernym	from oewn-00109468-v[propagated_from_hypernym]	fall for	fall for	fall in love with; become infatuated with	oewn-00109468-v
oewn-01779986-v	dul:State	propagated_from_hypernym	from oewn-02543752-v[propagated_from_hypernym]	cling	cling	to remain emotionally or intellectually attached	oewn-02543752-v
oewn-01780135-v	dul:Action	propagated_from_hypernym	from oewn-01779085-v[propagated_from_hypernym]	care for	care for|cherish|hold dear|treasure	be fond of; be attached to	oewn-01779085-v
oewn-01780304-v	dul:Process	propagated_from_hypernym	from oewn-01782485-v[propagated_from_hypernym]	enshrine	enshrine|saint	hold sacred	oewn-01782485-v
oewn-01780389-v	dul:Action	propagated_from_hypernym	from oewn-01829179-v[propagated_from_hypernym]	fancy	fancy|go for|take to	have a fancy or particular liking or desire for	oewn-01829179-v
oewn-01780648-v	dul:Action	propagated_from_hypernym	from oewn-01775456-v[propagated_from_hypernym]	dislike	dislike	have or feel a dislike or distaste for	oewn-01775456-v
oewn-01780873-v	dul:State	tier3_gloss_starts_be	gloss	like	like	be fond of	oewn-00595732-v
oewn-01781028-v	dul:Action	propagated_from_hypernym	from oewn-01781131-v[propagated_from_hypernym]	cotton	cotton	take a liking to	oewn-01781131-v
oewn-01781131-v	dul:Action	propagated_from_hypernym	from oewn-01775456-v[propagated_from_hypernym]	like	like	find enjoyable or agreeable	oewn-01775456-v
oewn-01781380-v	dul:Action	propagated_from_hypernym	from oewn-01779085-v[propagated_from_hypernym]	dote	dote	shower with love; show excessive affection for	oewn-01779085-v
oewn-01781522-v	dul:Action	propagated_from_hypernym	from oewn-01780135-v[propagated_from_hypernym]	yearn	yearn	have affection for; feel tenderness for	oewn-01780135-v
oewn-01781624-v	dul:Action	propagated_from_hypernym	from oewn-01775456-v[propagated_from_hypernym]	cool off	cool off	feel less enamoured of something or somebody	oewn-01775456-v
oewn-01781734-v	dul:Action	propagated_from_hypernym	from oewn-01779085-v[propagated_from_hypernym]	adore	adore	love intensely	oewn-01779085-v
oewn-01781934-v	dul:Action	tier1_derivation	deriv→oewn-01045852-n(marker='the act of')|deriv→oewn-01221256-n(marker='the act of')|deriv→oewn-01221256-n(marker='the act of')	idolize	idolize|idolise|worship|hero-worship|revere	love unquestioningly and uncritically or to excess; venerate as an idol	oewn-01781734-v
oewn-01782485-v	dul:Process	propagated_from_hypernym	from oewn-00695834-v[propagated_from_hypernym]	reverence	reverence|fear|revere|venerate	regard with feelings of respect and reverence; consider hallowed or exalted or be in awe of	oewn-00695834-v
oewn-01782907-v	dul:Process	propagated_from_hypernym	from oewn-01782485-v[propagated_from_hypernym]	worship	worship	show devotion to (a deity)	oewn-01782485-v
oewn-01783082-v	dul:Action	tier1_derivation	deriv→oewn-01225155-n(marker='the act of')	frighten	frighten|fright|scare|affright	cause fear in	oewn-01765558-v
oewn-01783561-v	dul:Action	propagated_from_hypernym	from oewn-01783082-v[tier1_derivation]	awe	awe	inspire awe in	oewn-01783082-v
oewn-01783720-v	dul:Action	propagated_from_hypernym	from oewn-01783561-v[propagated_from_hypernym]	overawe	overawe|cow	subdue, restrain, or overcome by affecting with a feeling of awe; frighten (as with threats)	oewn-01783561-v
oewn-01783927-v	dul:Action	propagated_from_hypernym	from oewn-01783720-v[propagated_from_hypernym]	buffalo	buffalo	intimidate or overawe	oewn-01783720-v
oewn-01784021-v	dul:Action	propagated_from_hypernym	from oewn-01775456-v[propagated_from_hypernym]	fear	fear|dread	be afraid or scared of; be frightened of	oewn-01775456-v
oewn-01784253-v	dul:State	tier3_gloss_starts_be	gloss	fear	fear	be uneasy or apprehensive about	oewn-00595732-v
oewn-01784387-v	dul:Action	propagated_from_hypernym	from oewn-00913515-v[propagated_from_hypernym]	fear	fear	be sorry; used to introduce an unpleasant statement	oewn-00913515-v
oewn-01784548-v	dul:Action	propagated_from_hypernym	from oewn-01771015-v[propagated_from_hypernym]	fear	fear	be afraid or feel anxious or apprehensive about a possible or probable situation or event	oewn-01771015-v
oewn-01784760-v	dul:Action	tier1_derivation	deriv→oewn-01225155-n(marker='the act of')|deriv→oewn-01225155-n(marker='the act of')	terrify	terrify|terrorize|terrorise	fill with terror; frighten greatly	oewn-01783082-v
oewn-01784999-v	dul:Action	tier1_derivation	deriv→oewn-01224966-n(marker='the act of')	intimidate	intimidate	make timid or fearful	oewn-01783082-v
oewn-01785206-v	dul:Action	propagated_from_hypernym	from oewn-01784999-v[tier1_derivation]	hold over	hold over	intimidate somebody (with a threat)	oewn-01784999-v
oewn-01785339-v	dul:Action	propagated_from_hypernym	from oewn-01784999-v[tier1_derivation]	strong-arm	strong-arm|bully|browbeat|bullyrag|ballyrag|boss around|hector|push around	be bossy towards	oewn-01784999-v
oewn-01785576-v	dul:Action	propagated_from_hypernym	from oewn-01785339-v[propagated_from_hypernym]	tyrannize	tyrannize|tyrannise|domineer	rule or exercise power over (somebody) in a cruel and autocratic manner	oewn-01785339-v
oewn-01785802-v	dul:Action	propagated_from_hypernym	from oewn-01784760-v[tier1_derivation]	panic	panic	cause sudden fear in or fill with sudden panic	oewn-01784760-v
oewn-01786037-v	dul:Action	propagated_from_hypernym	from oewn-01784021-v[propagated_from_hypernym]	panic	panic	be overcome by a sudden fear	oewn-01784021-v
oewn-01786251-v	dul:Process	propagated_from_hypernym	from oewn-01808928-v[propagated_from_hypernym]	apprehend	apprehend|quail at	anticipate with dread or anxiety	oewn-01808928-v
oewn-01786469-v	dul:Action	propagated_from_hypernym	from oewn-01783082-v[tier1_derivation]	dismay	dismay|alarm|appal|appall|horrify	fill with apprehension or alarm; cause to be unpleasantly surprised	oewn-01783082-v
oewn-01786841-v	dul:Action	propagated_from_hypernym	from oewn-01786469-v[propagated_from_hypernym]	shock	shock	strike with horror or terror	oewn-01786469-v
oewn-01787033-v	dul:Action	propagated_from_hypernym	from oewn-01787213-v[propagated_from_hypernym]	haunt	haunt|obsess|ghost	haunt like a ghost; pursue	oewn-01787213-v
oewn-01787213-v	dul:Action	propagated_from_hypernym	from oewn-02445887-v[propagated_from_hypernym]	preoccupy	preoccupy	engage or engross the interest or attention of beforehand or occupy urgently or obsessively	oewn-02445887-v
oewn-01787565-v	dul:Action	propagated_from_hypernym	from oewn-01787213-v[propagated_from_hypernym]	prepossess	prepossess	cause to be preoccupied	oewn-01787213-v
oewn-01787700-v	dul:Action	propagated_from_hypernym	from oewn-01793821-v[propagated_from_hypernym]	faze	faze|unnerve|enervate|unsettle	disturb the composure of	oewn-01793821-v
oewn-01787844-v	dul:Action	propagated_from_hypernym	from oewn-01787700-v[propagated_from_hypernym]	unman	unman	cause to lose one's nerve	oewn-01787700-v
oewn-01787967-v	dul:Action	propagated_from_hypernym	from oewn-01786037-v[propagated_from_hypernym]	freak out	freak out|freak|gross out	lose one's nerve	oewn-01786037-v
oewn-01788114-v	dul:State	propagated_from_hypernym	from oewn-00010428-v[propagated_from_hypernym]	break down	break down|lose it|snap	lose control of one's emotions	oewn-00010428-v
oewn-01788411-v	dul:State	propagated_from_hypernym	from oewn-01788114-v[propagated_from_hypernym]	dissolve	dissolve	lose control emotionally	oewn-01788114-v
oewn-01788618-v	dul:Action	propagated_from_hypernym	from oewn-01793821-v[propagated_from_hypernym]	dissolve	dissolve	cause to lose control emotionally	oewn-01793821-v
oewn-01788772-v	dul:State	propagated_from_hypernym	from oewn-01788114-v[propagated_from_hypernym]	die	die	be brought to or as if to the point of death by an intense emotion such as embarrassment, amusement, or shame	oewn-01788114-v
oewn-01789061-v	dul:Action	propagated_from_hypernym	from oewn-01809651-v[propagated_from_hypernym]	die	die	languish as with love or desire	oewn-01809651-v
