oewn_id	primary_lemma	all_lemmas	pos	current_class	current_tier	current_provenance	rules_triggered	top_proposal	rule_proposals	rationale	gloss	examples	hypernyms	troponym_count	confidence_score	decision
oewn-00822013-v	attest	attest	v	dul:Action	propagated_from_hypernym	from oewn-01013058-v[tier1_derivation]	R2	dul:State	R2:dul:State	R2=dul:State_signals:1	authenticate, affirm to be true, genuine, or correct, as in an official capacity	I attest this signature	oewn-01013058-v	0	1	
oewn-00383081-v	aurify	aurify	v	dul:State	propagated_from_hypernym	from oewn-00382272-v[propagated_from_hypernym]	R2	dul:Process	R2:dul:Process	R2=dul:Process_signals:1	transform into gold		oewn-00382272-v	0	1	
oewn-02532960-v	average	average	v	dul:Action	propagated_from_hypernym	from oewn-02531751-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:2	achieve or reach on average	He averaged a C	oewn-02531751-v	0	1	
oewn-00813037-v	avoid	avoid	v	dul:Action	propagated_from_hypernym	from oewn-00798638-v[tier1_derivation]	R2	dul:State	R2:dul:State	R2=dul:State_signals:1	stay clear from; keep away from; keep out of the way of someone or something	Her former friends now avoid her	oewn-00798638-v	8	1	
oewn-00159044-v	backlog	backlog	v	dul:Action	propagated_from_hypernym	from oewn-00158612-v[tier1_derivation]	R2	dul:Process	R2:dul:Process	R2=dul:Process_signals:1	accumulate and create a backlog		oewn-00158612-v	0	1	
oewn-00840873-v	bamboozle	bamboozle|snow|hoodwink|pull the wool over someone's eyes|lead by the nose|play false	v	dul:Action	propagated_from_hypernym	from oewn-00856102-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	conceal one's true motives from especially by elaborately feigning good intentions so as to gain an end	He bamboozled his professors into thinking that he knew the subject well	oewn-00856102-v	0	1	
oewn-02348248-v	bank	bank	v	dul:State	propagated_from_hypernym	from oewn-01098310-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	act as the banker in a game or in gambling		oewn-01098310-v	0	1	
oewn-00766827-v	bargain	bargain	v	dul:Action	propagated_from_hypernym	from oewn-00766267-v[propagated_from_hypernym]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:2	come to terms; arrive at an agreement		oewn-00766267-v	0	1	
oewn-02750695-v	be	be	v	dul:Event	tier3_default_event	gloss	R2	dul:State	R2:dul:State	R2=dul:State_signals:1	to remain unmolested, undisturbed, or uninterrupted — used only in infinitive form	let her be	oewn-00117793-v	0	1	
oewn-02632685-v	become	become|turn	v	dul:State	propagated_from_hypernym	from oewn-00382272-v[propagated_from_hypernym]	R2	dul:Process	R2:dul:Process	R2=dul:Process_signals:1	undergo a change or development	The water turned into ice | Her former friend became her worst enemy | He turned traitor	oewn-00382272-v	4	1	
oewn-00749644-v	begin	begin	v	dul:Action	propagated_from_hypernym	from oewn-00944022-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	begin to speak or say	‘Now listen, friends’, he began	oewn-00944022-v	0	1	
oewn-01072799-v	begin	begin	v	dul:State	propagated_from_hypernym	from oewn-02372362-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	begin to speak, understand, read, and write a language	She began Russian at an early age | we began French in fourth grade	oewn-02372362-v	0	1	
oewn-02532175-v	begin	begin	v	dul:Action	propagated_from_hypernym	from oewn-02531751-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:2	achieve or accomplish in the least degree, usually used in the negative	This economic measure doesn't even begin to deal with the problem of inflation | You cannot even begin to understand the problem we had to deal with during the war	oewn-02531751-v	0	1	
oewn-00685199-v	believe	believe	v	dul:Action	propagated_from_hypernym	from oewn-00688348-v[tier2_indirect]	R2	dul:State	R2:dul:State	R2=dul:State_signals:1	accept as true; take to be true	I believed his report | We didn't believe his stories from the War | She believes in spirits	oewn-00688348-v	6	1	
oewn-02551636-v	bell the cat	bell the cat	v	dul:State	propagated_from_hypernym	from oewn-02551275-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:2	take a risk; perform a daring act	Who is going to bell the cat?	oewn-02551275-v	0	1	
oewn-01714049-v	belly dance	belly dance	v	dul:State	propagated_from_hypernym	from oewn-01712535-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	perform a belly dance		oewn-01712535-v	0	1	
oewn-00259414-v	bilge	bilge	v	dul:Event	propagated_from_hypernym	from oewn-00259743-v[tier1_derivation]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	cause to leak	the collision bilged the vessel	oewn-00259743-v	0	1	
oewn-02124916-v	bite	bite|sting|burn	v	dul:Event	tier3_default_event	gloss	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	cause a sharp or stinging pain or discomfort	The sun burned his face	oewn-02126629-v	1	1	
oewn-00242810-v	blast	blast	v	dul:Action	propagated_from_hypernym	from oewn-00242575-v[propagated_from_hypernym]	R2	dul:Process	R2:dul:Process	R2=dul:Process_signals:1	shrivel or wither or mature imperfectly		oewn-00242575-v	0	1	
oewn-02186925-v	blast	blast|blare	v	dul:Event	tier3_default_event	gloss	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	make a strident sound	She tended to blast when speaking into a microphone	oewn-02177332-v	0	1	
oewn-02777278-v	blight	blight|plague	v	dul:Event	propagated_from_hypernym	from oewn-00260813-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	cause to suffer a blight	Too much rain may blight the garden with mold	oewn-00260813-v	0	1	
oewn-02140342-v	blow	blow	v	dul:Event	tier3_default_event	gloss	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	make a sound as if blown	The whistle blew	oewn-02180712-v	0	1	
oewn-00375692-v	boil	boil	v	dul:State	propagated_from_hypernym	from oewn-00145958-v[propagated_from_hypernym]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	come to the boiling point and change from a liquid to vapor	Water boils at 100 degrees Celsius	oewn-00145958-v	1	1	
oewn-00375939-v	boil over	boil over|overboil	v	dul:State	propagated_from_hypernym	from oewn-00375692-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	overflow or cause to overflow while boiling	The milk is boiling over	oewn-00375692-v	0	1	
oewn-02179106-v	boom	boom|boom out	v	dul:Event	tier3_default_event	gloss	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	make a deep hollow sound	Her voice booms out the words of the song	oewn-02180712-v	0	1	
oewn-02191956-v	boom	boom|din	v	dul:Event	tier3_default_event	gloss	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	make a resonant sound, like artillery	His deep voice boomed through the hall	oewn-02180712-v	0	1	
oewn-01469607-v	border	border|adjoin|edge|abut|march|butt|butt against|butt on	v	dul:Action	propagated_from_hypernym	from oewn-01208316-v[tier1_derivation]	R2	dul:State	R2:dul:State	R2=dul:State_signals:1	lie adjacent to another or share a boundary	Canada adjoins the U.S. | England marches with Scotland	oewn-01208316-v	1	1	
oewn-02011912-v	bottom out	bottom out	v	dul:State	propagated_from_hypernym	from oewn-02024442-v[propagated_from_hypernym]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	reach the low point	Prices bottomed out and started to rise again after a while	oewn-02024442-v	0	1	
oewn-01619642-v	bowl	bowl	v	dul:Action	propagated_from_hypernym	from oewn-01509775-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:2	hurl a cricket ball from one end of the pitch towards the batsman at the other end		oewn-01509775-v	0	1	
oewn-00746425-v	break	break	v	dul:Action	propagated_from_hypernym	from oewn-00746223-v[propagated_from_hypernym]	R2	dul:Process	R2:dul:Process	R2=dul:Process_signals:1	undergo breaking	The simple vowels broke in many Germanic languages	oewn-00746223-v	0	1	
oewn-02631268-v	break	break	v	dul:Action	propagated_from_hypernym	from oewn-02631097-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	come forth or begin from a state of latency	The first winter storm broke over New York	oewn-02631097-v	0	1	
oewn-02752492-v	break	break	v	dul:Action	propagated_from_hypernym	from oewn-02615799-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:2	come to an end (of an event)	The heat wave finally broke yesterday	oewn-02615799-v	0	1	
oewn-01900477-v	break dance	break dance|break-dance|break	v	dul:State	propagated_from_hypernym	from oewn-01712535-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	do a break dance	Kids were break-dancing at the street corner	oewn-01712535-v	0	1	
oewn-02011251-v	break even	break even	v	dul:Action	propagated_from_hypernym	from oewn-02010848-v[propagated_from_hypernym]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	attain a level at which there is neither gain nor loss, as in business, gambling, or a competitive sport		oewn-02010848-v	0	1	
oewn-00348458-v	break in	break in	v	dul:Action	propagated_from_hypernym	from oewn-00346415-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	start in a certain activity, enterprise, or role		oewn-00346415-v	0	1	
oewn-00347612-v	break out	break out	v	dul:Action	propagated_from_hypernym	from oewn-02614382-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	begin suddenly and sometimes violently	He broke out shouting	oewn-02614382-v	0	1	
oewn-00331375-v	break up	break up|disperse|scatter	v	dul:State	propagated_from_hypernym	from oewn-00139943-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	cause to separate	break up kidney stones | disperse particles	oewn-00139943-v	1	1	
oewn-02436681-v	break with	break with	v	dul:Action	propagated_from_hypernym	from oewn-02436167-v[propagated_from_hypernym]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	end a relationship	China broke with Russia	oewn-02436167-v	0	1	
oewn-00240640-v	breathe	breathe	v	dul:Process	propagated_from_hypernym	from oewn-00239753-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	reach full flavor by absorbing air and being let to stand after having been uncorked	This rare Bordeaux must be allowed to breathe for at least 2 hours	oewn-00239753-v	0	1	
oewn-90011761-v	brick	brick	v	dul:State	propagated_from_hypernym	from oewn-01528083-v[propagated_from_hypernym]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	To stop working (of an electronic device)		oewn-01528083-v	0	1	
oewn-01632781-v	bring	bring|work|play|wreak|make for	v	dul:Action	propagated_from_hypernym	from oewn-01620211-v[propagated_from_hypernym]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:2	cause to happen or to occur as a consequence	I cannot work a miracle | wreak havoc | bring comments | play a joke | The rain brought relief to the drought-stricken area	oewn-01620211-v	1	1	
oewn-01834249-v	bring down	bring down	v	dul:State	propagated_from_hypernym	from oewn-01834134-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	cause to be enthusiastic	Her playing brought down the house	oewn-01834134-v	0	1	
oewn-02512927-v	bring oneself	bring oneself	v	dul:State	propagated_from_hypernym	from oewn-02510211-v[tier1_derivation]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:2	cause to undertake a certain action, usually used in the negative	He could not bring himself to call his parents	oewn-02510211-v	0	1	
oewn-01268939-v	broom	broom	v	dul:State	propagated_from_hypernym	from oewn-01268553-v[propagated_from_hypernym]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	finish with a broom		oewn-01268553-v	0	1	
oewn-00358652-v	bud	bud	v	dul:Action	propagated_from_hypernym	from oewn-00252905-v[propagated_from_hypernym]	R2	dul:Process	R2:dul:Process	R2=dul:Process_signals:1	develop buds	The hibiscus is budding!	oewn-00252905-v	0	1	
oewn-00725991-v	budget	budget	v	dul:Process	propagated_from_hypernym	from oewn-00638921-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	make a budget		oewn-00638921-v	0	1	
oewn-00227308-v	build	build	v	dul:Action	propagated_from_hypernym	from oewn-00226992-v[propagated_from_hypernym]	R2	dul:Process	R2:dul:Process	R2=dul:Process_signals:1	develop and grow	Suspense was building right from the beginning of the opera	oewn-00226992-v	0	1	
oewn-00253876-v	build up	build up|work up|build|progress	v	dul:Action	propagated_from_hypernym	from oewn-00252905-v[propagated_from_hypernym]	R2	dul:Process	R2:dul:Process	R2=dul:Process_signals:2	form or accumulate steadily	Resistance to the manager's plan built up quickly | Pressure is building up at the Indian-Pakistani border	oewn-00252905-v	0	1	
oewn-01487029-v	bunch	bunch|bundle|cluster|clump	v	dul:State	propagated_from_hypernym	from oewn-00144670-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	gather or cause to gather into a cluster	She bunched her fingers into a fist	oewn-00144670-v	1	1	
oewn-00377673-v	burn	burn|combust	v	dul:State	propagated_from_hypernym	from oewn-00145958-v[propagated_from_hypernym]	R2	dul:Process	R2:dul:Process	R2=dul:Process_signals:1	undergo combustion	Maple wood burns well	oewn-00145958-v	7	1	
oewn-02062115-v	bustle	bustle|bustle about|hustle	v	dul:State	propagated_from_hypernym	from oewn-01835473-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	move or cause to move energetically or busily	The cheerleaders bustled about excitedly before their performance	oewn-01835473-v	0	1	
oewn-01501352-v	butt	butt	v	dul:Action	propagated_from_hypernym	from oewn-01496967-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:2	place end to end without overlapping	The frames must be butted at the joints	oewn-01496967-v	0	1	
oewn-02186555-v	buzz	buzz|bombinate|bombilate	v	dul:Event	tier3_default_event	gloss	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	make a buzzing sound	bees were buzzing around the hive	oewn-02180712-v	0	1	
oewn-01099271-v	caddie	caddie|caddy	v	dul:State	propagated_from_hypernym	from oewn-01097629-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	act as a caddie and carry clubs for a player		oewn-01097629-v	0	1	
oewn-01900650-v	cakewalk	cakewalk	v	dul:State	propagated_from_hypernym	from oewn-01712535-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	perform the cakewalk dance		oewn-01712535-v	0	1	
oewn-02649505-v	call	call	v	dul:State	propagated_from_hypernym	from oewn-02648898-v[propagated_from_hypernym]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	stop or postpone because of adverse conditions, such as bad weather	call a football game	oewn-02648898-v	0	1	
oewn-02687145-v	call it quits	call it quits|call it a day	v	dul:Action	propagated_from_hypernym	from oewn-02686624-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	stop doing what one is doing	At midnight, the student decided to call it quits and closed his books	oewn-02686624-v	0	1	
oewn-02607268-v	call the shots	call the shots|call the tune|wear the trousers	v	dul:Action	propagated_from_hypernym	from oewn-02445887-v[propagated_from_hypernym]	R2	dul:State	R2:dul:State	R2=dul:State_signals:1	exercise authority or be in charge	Who is calling the shots in this house?	oewn-02445887-v	0	1	
oewn-01659776-v	cantilever	cantilever	v	dul:Action	propagated_from_hypernym	from oewn-01658171-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	construct with girders and beams such that only one end is fixed	Frank Lloyd Wright liked to cantilever his buildings	oewn-01658171-v	0	1	
oewn-02699010-v	cap	cap|crest	v	dul:Event	tier3_default_event	gloss	R2	dul:State	R2:dul:State	R2=dul:State_signals:1	lie at the top of	Snow capped the mountains	oewn-02696550-v	0	1	
oewn-00486366-v	cap off	cap off	v	dul:Action	propagated_from_hypernym	from oewn-00485823-v[propagated_from_hypernym]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:2	finish or complete, as with some decisive action	he capped off the meeting with a radical proposal	oewn-00485823-v	0	1	
oewn-00527012-v	capacitate	capacitate	v	dul:State	propagated_from_hypernym	from oewn-00109468-v[propagated_from_hypernym]	R2	dul:Process	R2:dul:Process	R2=dul:Process_signals:1	cause (spermatozoa) to undergo the physical changes necessary to fertilize an egg		oewn-00109468-v	0	1	
oewn-01899161-v	capriole	capriole	v	dul:State	propagated_from_hypernym	from oewn-01898642-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	perform a capriole, in ballet		oewn-01898642-v	0	1	
oewn-02498909-v	carouse	carouse|roister|riot	v	dul:State	propagated_from_hypernym	from oewn-02497032-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	engage in boisterous, drunken merrymaking	They were out carousing last night	oewn-02497032-v	0	1	
oewn-00350605-v	carry over	carry over	v	dul:Event	tier3_default_event	gloss	R2	dul:State	R2:dul:State	R2=dul:State_signals:1	transfer or persist from one stage or sphere of activity to another		oewn-02653599-v	0	1	
oewn-02207584-v	carry over	carry over|hold over	v	dul:Action	propagated_from_hypernym	from oewn-02207166-v[tier1_derivation]	R2	dul:State	R2:dul:State	R2=dul:State_signals:1	hold over goods to be sold for the next season		oewn-02207166-v	0	1	
oewn-00268405-v	catalyze	catalyze|catalyse	v	dul:State	propagated_from_hypernym	from oewn-00145958-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	change by catalysis or cause to catalyze		oewn-00145958-v	0	1	
oewn-00461312-v	catch	catch	v	dul:Action	propagated_from_hypernym	from oewn-00460731-v[tier1_derivation]	R2	dul:State	R2:dul:State	R2=dul:State_signals:1	delay or hold up; prevent from proceeding on schedule or as planned	I was caught in traffic and missed the meeting	oewn-00460731-v	0	1	
oewn-02022224-v	catch	catch|make	v	dul:Action	propagated_from_hypernym	from oewn-02021901-v[propagated_from_hypernym]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	reach in time	I have to catch a train at 7 o'clock | We barely made the plane	oewn-02021901-v	1	1	
oewn-02767092-v	catch	catch	v	dul:Action	propagated_from_hypernym	from oewn-02766580-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	start burning	The fire caught	oewn-02766580-v	0	1	
oewn-02002825-v	catch up	catch up	v	dul:State	propagated_from_hypernym	from oewn-02024442-v[propagated_from_hypernym]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	reach the point where one should be after a delay	I caught up on my homework	oewn-02024442-v	1	1	
oewn-02326225-v	chalk up	chalk up|run up	v	dul:State	propagated_from_hypernym	from oewn-02258963-v[propagated_from_hypernym]	R2	dul:Process	R2:dul:Process	R2=dul:Process_signals:1	accumulate, sometimes as a debt	he chalked up $100 in the course of the evening	oewn-02258963-v	0	1	
oewn-00109468-v	change	change	v	dul:State	propagated_from_hypernym	from oewn-02372362-v[tier1_derivation]	R2	dul:Process	R2:dul:Process	R2=dul:Process_signals:1	undergo a change; become different in essence; losing one's or its original nature	She changed completely as she grew older | The weather changed last night	oewn-02372362-v	197	1	
oewn-01989438-v	charge	charge	v	dul:Action	propagated_from_hypernym	from oewn-01989043-v[tier2_indirect]	R2	dul:State	R2:dul:State	R2=dul:State_signals:1	lie down on command, of hunting dogs		oewn-01989043-v	0	1	
oewn-01899020-v	chasse	chasse|sashay	v	dul:State	propagated_from_hypernym	from oewn-01898642-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	perform a chasse step, in ballet		oewn-01898642-v	0	1	
oewn-02686501-v	cheese	cheese	v	dul:Action	propagated_from_hypernym	from oewn-02686624-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	used in the imperative (get away, or stop it)	Cheese it!	oewn-02686624-v	0	1	
oewn-00180460-v	chip away	chip away|chip away at	v	dul:Action	propagated_from_hypernym	from oewn-00173351-v[tier1_derivation]	R2	dul:Process	R2:dul:Process	R2=dul:Process_signals:1	remove or withdraw gradually:		oewn-00173351-v	0	1	
oewn-02535335-v	choke	choke	v	dul:State	propagated_from_hypernym	from oewn-02534950-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	fail to perform adequately due to tension or agitation	The team should have won hands down but choked, disappointing the coach and the audience	oewn-02534950-v	0	1	
oewn-02183816-v	chug	chug	v	dul:Event	tier3_default_event	gloss	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	make a dull, explosive sound	the engine chugged down the street	oewn-02180712-v	0	1	
oewn-02083398-v	church	church	v	dul:State	propagated_from_hypernym	from oewn-02379855-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	perform a special church rite or service for	church a woman after childbirth	oewn-02379855-v	0	1	
oewn-00136481-v	citrate	citrate	v	dul:State	propagated_from_hypernym	from oewn-00145958-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	cause to form a salt or ester of citric acid		oewn-00145958-v	0	1	
oewn-00758383-v	claim	claim	v	dul:Action	propagated_from_hypernym	from oewn-01013752-v[tier1_derivation]	R2	dul:State	R2:dul:State	R2=dul:State_signals:1	assert or affirm strongly; state to be true or existing	He claimed that he killed the burglar	oewn-01013752-v	6	1	
oewn-02178559-v	clang	clang|clangor	v	dul:Event	tier3_default_event	gloss	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	make a loud noise	clanging metal	oewn-02180712-v	0	1	
oewn-02178905-v	clangor	clangor|clangour	v	dul:Event	tier3_default_event	gloss	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	make a loud resonant noise	the alarm clangored throughout the building	oewn-02180712-v	0	1	
oewn-02178755-v	clank	clank	v	dul:Event	tier3_default_event	gloss	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	make a clank	the train clanked through the village	oewn-02180712-v	0	1	
oewn-02176571-v	clatter	clatter|clack|brattle	v	dul:Event	tier3_default_event	gloss	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	make a rattling sound	clattering dishes	oewn-02177332-v	0	1	
oewn-02259479-v	clean up	clean up	v	dul:State	propagated_from_hypernym	from oewn-02259066-v[propagated_from_hypernym]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	finish attending to		oewn-02259066-v	0	1	
oewn-02190110-v	click	click|tick	v	dul:Event	tier3_default_event	gloss	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	make a clicking or ticking sound	The clock ticked away	oewn-02180712-v	0	1	
oewn-01575974-v	clinch	clinch	v	dul:Action	propagated_from_hypernym	from oewn-01219234-v[tier1_derivation]	R2	dul:State	R2:dul:State	R2=dul:State_signals:1	hold a boxing opponent with one or both arms so as to prevent punches		oewn-01219234-v	0	1	
oewn-01218895-v	cling	cling|hang	v	dul:Action	propagated_from_hypernym	from oewn-01218568-v[tier1_derivation]	R2	dul:State	R2:dul:State	R2=dul:State_signals:1	hold on tightly or tenaciously	hang on to your father's hands | The child clung to his mother's apron	oewn-01218568-v	0	1	
oewn-00293639-v	clip	clip|curtail|cut short	v	dul:Action	propagated_from_hypernym	from oewn-00317569-v[propagated_from_hypernym]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	terminate or abbreviate before its intended or proper end or its full extent	My speech was cut short | Personal freedom is curtailed in many countries	oewn-00317569-v	0	1	
oewn-00352791-v	close	close	v	dul:Action	propagated_from_hypernym	from oewn-00485097-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	finish a game in baseball by protecting a lead	The relief pitcher closed with two runs in the second inning	oewn-00485097-v	0	1	
oewn-00765876-v	close	close	v	dul:Action	propagated_from_hypernym	from oewn-00353480-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	complete a business deal, negotiation, or an agreement	We closed on the house on Friday | They closed the deal on the building	oewn-00353480-v	0	1	
oewn-02430760-v	close	close	v	dul:Action	propagated_from_hypernym	from oewn-00353480-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	finish or terminate (meetings, speeches, etc.)	The meeting was closed with a charge by the chairman of the board	oewn-00353480-v	0	1	
oewn-00352373-v	close out	close out	v	dul:Action	propagated_from_hypernym	from oewn-00353480-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	to finish off	We closed out our account	oewn-00353480-v	0	1	
oewn-01042933-v	close up	close up|clam up|dummy up|shut up|belt up|button up|be quiet|keep mum	v	dul:State	propagated_from_hypernym	from oewn-02731589-v[tier2_indirect]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	refuse to talk or stop talking; fall silent	The children shut up when their father approached	oewn-02731589-v	0	1	
oewn-00105532-v	clown	clown|clown around|antic	v	dul:State	propagated_from_hypernym	from oewn-00105308-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	act as or like a clown		oewn-00105308-v	0	1	
oewn-02422198-v	coact	coact	v	dul:State	propagated_from_hypernym	from oewn-02372362-v[tier1_derivation]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	act together, as of organisms		oewn-02372362-v	0	1	
oewn-02610484-v	coexist	coexist|cohabit	v	dul:Event	tier3_default_event	gloss	R2	dul:State	R2:dul:State	R2=dul:State_signals:1	exist together		oewn-02609706-v	2	1	
oewn-02618645-v	collocate	collocate	v	dul:State	propagated_from_hypernym	from oewn-02618403-v[propagated_from_hypernym]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	have a strong tendency to occur side by side	The words ‘new’ and ‘world’ collocate	oewn-02618403-v	0	1	
oewn-02666897-v	collocate with	collocate with|construe with|cooccur with|co-occur with|go with	v	dul:State	propagated_from_hypernym	from oewn-02722040-v[propagated_from_hypernym]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	go or occur together	The word ‘hot’ tends to cooccur with ‘cold’	oewn-02722040-v	0	1	
oewn-01790238-v	combust	combust	v	dul:State	propagated_from_hypernym	from oewn-01789790-v[tier1_derivation]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	cause to become violent or angry	Riots combusted Pakistan after the U.S. air attacks on Afghanistan	oewn-01789790-v	0	1	
oewn-00543200-v	come	come	v	dul:State	propagated_from_hypernym	from oewn-00109468-v[propagated_from_hypernym]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	reach or enter a state, relation, condition, use, or position	The water came to a boil | We came to understand the true meaning of life | Their anger came to a boil | I came to realize the true meaning of life | The shoes came untied | come into contact with a terrorist group | his face went red | your wish wil	oewn-00109468-v	1	1	
oewn-02379065-v	come close	come close	v	dul:State	propagated_from_hypernym	from oewn-02372362-v[tier1_derivation]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	nearly do something	She came close to quitting her job	oewn-02372362-v	0	1	
oewn-02546142-v	come of age	come of age	v	dul:Action	propagated_from_hypernym	from oewn-02546044-v[propagated_from_hypernym]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	reach a certain age that marks a transition to maturity		oewn-02546044-v	0	1	
oewn-00348757-v	come on	come on	v	dul:Action	propagated_from_hypernym	from oewn-00346415-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	occur or become available	water or electricity came on again after the earthquake	oewn-00346415-v	0	1	
oewn-00424655-v	come on	come on|come out|turn up|surface|show up	v	dul:Event	propagated_from_hypernym	from oewn-00423043-v[tier1_derivation]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	appear or become visible; make a showing	She turned up at the funeral | I hope the list key is going to surface again	oewn-00423043-v	0	1	
oewn-02532477-v	come to	come to|strike	v	dul:Action	propagated_from_hypernym	from oewn-02531751-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	attain	The horse finally struck a pace	oewn-02531751-v	0	1	
